Loci	Mean_rho	Median	L95	U95
   140	   0.17039	   0.17471	   0.01867	   0.26557
   141	   0.19388	   0.18066	   0.04624	   0.44647
   142	   0.19617	   0.17887	   0.01046	   0.57147
   143	   0.16742	   0.17594	   0.02314	   0.24630
   144	   0.15631	   0.17263	   0.02164	   0.21979
   145	   0.16226	   0.17263	   0.01158	   0.21979
   146	   0.28474	   0.18296	   0.09168	   1.24529
   147	   0.24240	   0.19272	   0.14980	   0.58178
   148	   0.26621	   0.18599	   0.13573	   0.89209
   149	   0.21832	   0.18148	   0.03676	   0.68153
   150	   0.15274	   0.17270	   0.01465	   0.21969
   151	   0.23202	   0.18625	   0.08343	   0.61751
   152	   0.18233	   0.17887	   0.05446	   0.41202
   153	   0.15050	   0.17263	   0.02357	   0.21618
   154	   0.22268	   0.18548	   0.08293	   0.54790
   155	   0.16906	   0.17603	   0.04125	   0.27572
   156	   0.25402	   0.18599	   0.11079	   0.86750
   157	   0.15380	   0.17263	   0.00456	   0.21979
   158	   0.25889	   0.18198	   0.01310	   0.79345
   159	   0.16995	   0.17684	   0.03704	   0.34132
   160	   0.20876	   0.18599	   0.09204	   0.41758
   161	   0.33128	   0.18288	   0.06177	   1.46400
   162	   0.25527	   0.18148	   0.05234	   0.90280
   163	   0.15101	   0.17263	   0.01104	   0.21979
   164	   0.36290	   0.18773	   0.14905	   1.40497
   165	   0.60957	   0.19272	   0.14905	   3.55083
   166	   0.20606	   0.18296	   0.08600	   0.45333
   167	   0.17911	   0.17918	   0.04624	   0.30723
   168	   0.18731	   0.17918	   0.04459	   0.45140
   169	   0.37796	   0.18913	   0.05189	   1.72412
   170	   0.20455	   0.17374	   0.00935	   0.75226
   171	   0.19132	   0.17684	   0.02541	   0.61295
   172	   0.17394	   0.17471	   0.04163	   0.35312
   173	   0.47913	   0.19250	   0.11019	   3.61553
   174	   0.32118	   0.18599	   0.04624	   1.34932
   175	   0.25753	   0.18296	   0.05740	   0.73811
   176	   0.14122	   0.17205	   0.00295	   0.21969
   177	   0.17066	   0.17471	   0.05492	   0.26842
   178	   0.19419	   0.17983	   0.01860	   0.43208
   179	   0.18578	   0.17374	   0.01697	   0.42209
   180	   0.16689	   0.17348	   0.04329	   0.22525
   181	   0.18185	   0.17887	   0.01777	   0.38489
   182	   0.19043	   0.17594	   0.01932	   0.24113
   183	   0.17893	   0.17348	   0.01161	   0.68841
   184	   0.27316	   0.18198	   0.06457	   1.31733
   185	   0.22909	   0.18282	   0.02044	   0.82806
   186	   0.18618	   0.17603	   0.01055	   0.59032
   187	   0.16259	   0.17348	   0.01395	   0.32360
   188	   0.28363	   0.19477	   0.14905	   0.77412
   189	   0.22826	   0.18282	   0.04585	   0.51469
   190	   0.30345	   0.19699	   0.14883	   0.86601
   191	   0.41856	   0.19784	   0.09285	   1.70010
   192	   0.34915	   0.20329	   0.06231	   1.26396
   193	   0.33785	   0.20969	   0.14905	   0.86262
   194	   0.38365	   0.21089	   0.10212	   1.42515
   195	   0.31000	   0.20904	   0.04998	   0.57494
   196	   0.30816	   0.21119	   0.03798	   0.52842
   197	   0.34095	   0.43692	   0.05515	   0.53068
   198	   0.38627	   0.47020	   0.02600	   0.78123
   199	   0.53166	   0.48187	   0.02487	   1.54939
   200	   0.43435	   0.47435	   0.07293	   1.24552
   201	   0.52287	   0.48769	   0.14503	   1.27144
   202	   0.45620	   0.48187	   0.04017	   0.96060
   203	   0.51509	   0.48614	   0.12898	   1.12772
   204	   0.49719	   0.48890	   0.00888	   1.05350
   205	   0.75167	   0.51080	   0.19559	   2.45076
   206	   0.46800	   0.48810	   0.00986	   1.05720
   207	   0.71393	   0.51008	   0.05181	   1.70377
   208	   0.62114	   0.50859	   0.06168	   1.40250
   209	   0.70234	   0.50889	   0.10015	   1.83006
   210	   0.75525	   0.51805	   0.22488	   1.91787
   211	   0.89310	   0.52360	   0.32536	   2.70239
   212	   0.58456	   0.50859	   0.10433	   1.06751
   213	   0.46623	   0.48810	   0.01395	   1.05350
   214	   0.82652	   0.52457	   0.44505	   2.48848
   215	   0.66756	   0.51008	   0.17303	   1.25353
   216	   0.51505	   0.49255	   0.03824	   1.12772
   217	   0.48785	   0.48890	   0.00303	   1.05720
   218	   0.65134	   0.50317	   0.04624	   2.66180
   219	   0.48128	   0.48890	   0.00832	   1.05350
   220	   0.55505	   0.49574	   0.03743	   1.12772
   221	   0.73116	   0.52332	   0.19084	   1.92762
   222	   0.64918	   0.49639	   0.09051	   1.78591
   223	   0.65214	   0.49692	   0.04608	   1.81060
   224	   0.53725	   0.49276	   0.07585	   1.05350
   225	   0.63859	   0.50889	   0.16960	   1.50271
   226	   0.52419	   0.49512	   0.06127	   1.05350
   227	   0.73622	   0.51080	   0.19085	   2.00531
   228	   0.56736	   0.50585	   0.06962	   1.05720
   229	   0.70054	   0.52005	   0.12380	   1.67121
   230	   0.58134	   0.49574	   0.07200	   1.12772
   231	   0.72177	   0.51805	   0.10491	   2.09976
   232	   0.73587	   0.51080	   0.05126	   1.86987
   233	   0.85829	   0.50317	   0.01310	   4.94660
   234	   0.85914	   0.52005	   0.13617	   3.40850
   235	   0.92058	   0.52332	   0.11757	   3.17176
   236	   0.56953	   0.49692	   0.04815	   1.05720
   237	   0.45549	   0.48769	   0.00277	   1.05350
   238	   0.62582	   0.49574	   0.06291	   1.83593
   239	   0.89165	   0.52332	   0.12921	   2.41834
   240	   0.44638	   0.48614	   0.00045	   1.05350
   241	   0.60614	   0.49639	   0.06746	   1.74089
   242	   0.67973	   0.49692	   0.02349	   2.03790
   243	   0.56332	   0.48810	   0.12463	   1.34797
   244	   0.42149	   0.46826	   0.00546	   0.78844
   245	   0.50832	   0.48149	   0.38367	   0.89202
   246	   0.36630	   0.46229	   0.00153	   0.53068
   247	   0.37489	   0.46114	   0.01749	   0.52842
   248	   0.47841	   0.47020	   0.20546	   0.97554
   249	   0.54520	   0.47401	   0.02192	   2.75506
   250	   0.40617	   0.46944	   0.04624	   0.55158
   251	   0.48054	   0.47761	   0.24321	   0.79202
   252	   0.51594	   0.48187	   0.18953	   0.99048
   253	   0.51091	   0.47509	   0.13304	   1.22433
   254	   0.47735	   0.47446	   0.08745	   0.85559
   255	   0.43001	   0.46826	   0.11773	   0.73293
   256	   0.48814	   0.47401	   0.04883	   1.66783
   257	   0.59533	   0.48614	   0.28569	   1.87219
   258	   0.39300	   0.46114	   0.03326	   0.52842
   259	   0.51501	   0.47446	   0.07918	   0.97138
   260	   0.38881	   0.46229	   0.02263	   0.53068
   261	   0.40627	   0.46713	   0.05310	   0.56280
   262	   0.52829	   0.47435	   0.09491	   0.82141
   263	   0.48396	   0.47435	   0.08116	   1.10717
   264	   0.42780	   0.47401	   0.03830	   0.56280
   265	   0.39730	   0.46114	   0.05419	   0.52640
   266	   0.43074	   0.46826	   0.08639	   0.60071
   267	   0.47225	   0.46944	   0.14943	   0.85771
   268	   0.64383	   0.48291	   0.04624	   2.45002
   269	   0.37300	   0.46229	   0.01566	   0.53068
   270	   0.75375	   0.48810	   0.13568	   3.20052
   271	   0.47282	   0.47602	   0.19544	   0.66149
   272	   0.40350	   0.46506	   0.04611	   0.56280
   273	   0.57771	   0.48291	   0.08045	   1.45812
   274	   0.51305	   0.48769	   0.14192	   0.88636
   275	   0.48429	   0.47509	   0.02495	   0.90612
   276	   0.49295	   0.47509	   0.01032	   1.27918
   277	   0.41819	   0.46944	   0.06725	   0.56160
   278	   0.38492	   0.45848	   0.04204	   0.52502
   279	   0.35745	   0.45848	   0.00580	   0.52502
   280	   0.42273	   0.46506	   0.10404	   0.53068
   281	   0.46076	   0.47401	   0.10404	   0.94278
   282	   0.37200	   0.45848	   0.02685	   0.52502
   283	   0.41063	   0.46713	   0.10544	   0.56280
   284	   0.65564	   0.48196	   0.11887	   2.54808
   285	   0.46211	   0.47602	   0.10404	   0.73693
   286	   0.51954	   0.47602	   0.17337	   1.69067
   287	   0.37735	   0.46114	   0.00974	   0.52842
   288	   0.44620	   0.47435	   0.01470	   0.86505
   289	   0.38467	   0.46229	   0.02405	   0.53068
   290	   0.39859	   0.46713	   0.01337	   0.56280
   291	   0.48537	   0.47446	   0.09411	   0.97206
   292	   0.41269	   0.46506	   0.06047	   0.52842
   293	   0.44370	   0.47446	   0.07588	   0.66436
   294	   0.39151	   0.46826	   0.01133	   0.52842
   295	   0.62425	   0.48810	   0.24317	   1.80039
   296	   0.49849	   0.47853	   0.24317	   0.93133
   297	   0.46735	   0.47509	   0.15271	   0.70981
   298	   0.50144	   0.47602	   0.14198	   1.23687
   299	   0.40525	   0.46713	   0.03549	   0.70804
   300	   0.45222	   0.47020	   0.11925	   0.79737
   301	   0.51265	   0.47509	   0.08382	   1.47459
   302	   0.61029	   0.48769	   0.34644	   1.33240
   303	   0.47993	   0.47602	   0.03553	   0.83347
   304	   0.41916	   0.46713	   0.03529	   0.56280
   305	   0.40251	   0.46713	   0.04510	   0.67244
   306	   0.44251	   0.47020	   0.21065	   0.60435
   307	   0.43452	   0.46506	   0.19048	   0.56280
   308	   0.58822	   0.47620	   0.01015	   1.91663
   309	   0.39112	   0.45848	   0.05652	   0.52502
   310	   0.45935	   0.46944	   0.03687	   0.59657
   311	   0.36297	   0.45848	   0.01298	   0.52502
   312	   0.53876	   0.48810	   0.16531	   0.93863
   313	   0.72913	   0.48769	   0.08062	   2.53052
   314	   0.73511	   0.49255	   0.37894	   2.01394
   315	   0.53042	   0.47602	   0.02420	   1.91157
   316	   0.45611	   0.47602	   0.08726	   0.62391
   317	   0.42371	   0.46826	   0.04586	   0.62005
   318	   0.43075	   0.46944	   0.17269	   0.53570
   319	   0.46871	   0.47446	   0.04624	   1.30053
   320	   0.61360	   0.48614	   0.12857	   2.17045
   321	   0.41802	   0.46944	   0.04733	   0.75278
   322	   0.43694	   0.47401	   0.12704	   0.75278
   323	   0.40380	   0.46713	   0.03307	   0.56280
   324	   0.50009	   0.47509	   0.17084	   1.16123
   325	   0.41506	   0.46229	   0.14929	   0.52842
   326	   0.44645	   0.47435	   0.02876	   0.77326
   327	   0.39770	   0.46114	   0.06786	   0.52502
   328	   0.75436	   0.48291	   0.09761	   2.67425
   329	   0.35443	   0.45848	   0.00586	   0.52502
   330	   0.45688	   0.47401	   0.04624	   0.60211
   331	   0.46037	   0.47435	   0.06754	   0.82383
   332	   0.40480	   0.45848	   0.05289	   0.52502
   333	   0.47526	   0.47620	   0.04624	   0.75701
   334	   0.41054	   0.46114	   0.07394	   0.52842
   335	   0.45729	   0.47020	   0.09904	   1.06399
   336	   0.48204	   0.47853	   0.07075	   0.91390
   337	   0.51386	   0.47602	   0.05490	   1.19318
   338	   0.59870	   0.48291	   0.07804	   2.29188
   339	   0.52839	   0.47853	   0.04808	   1.43661
   340	   0.68420	   0.48614	   0.04244	   2.24742
   341	   0.55474	   0.47509	   0.00578	   2.48846
   342	   0.72099	   0.49639	   0.39451	   2.43949
   343	   0.45950	   0.47446	   0.06817	   1.08398
   344	   0.78139	   0.48291	   0.14860	   3.76958
   345	   0.47703	   0.47446	   0.05180	   1.20579
   346	   0.56050	   0.47847	   0.06824	   1.53932
   347	   0.60018	   0.48291	   0.09428	   2.08464
   348	   0.43707	   0.46944	   0.03393	   1.07841
   349	   0.45774	   0.47401	   0.05483	   1.19318
   350	   0.52588	   0.48187	   0.05430	   1.20579
   351	   0.41505	   0.46826	   0.01825	   1.19318
   352	   0.51580	   0.47853	   0.20823	   1.19318
   353	   0.71645	   0.49276	   0.36619	   1.65723
   354	   0.98939	   0.49574	   0.18709	   5.83758
   355	   0.93876	   0.48810	   0.07633	   4.22291
   356	   0.75682	   0.48890	   0.04523	   1.81566
   357	   0.74545	   0.48614	   0.03086	   1.89474
   358	   0.88634	   0.49276	   0.16505	   3.49085
   359	   0.86547	   0.48810	   0.03420	   3.53393
   360	   0.61771	   0.47509	   0.05585	   1.44179
   361	   0.86431	   0.49678	   0.17574	   2.39853
   362	   0.82653	   0.50012	   0.42739	   1.96818
   363	   0.76324	   0.48614	   0.04624	   3.00830
   364	   1.18294	   0.49639	   0.18126	   6.53283
   365	   0.75431	   0.48769	   0.04843	   2.63967
   366	   0.62971	   0.47509	   0.03130	   1.44179
   367	   0.82096	   0.49692	   0.25348	   2.57579
   368	   0.91234	   0.49639	   0.07926	   2.52507
   369	   0.91794	   0.50012	   0.36792	   2.89826
   370	   3.65553	   4.07165	   0.26225	   6.25396
   371	   3.41491	   3.99419	   0.21763	   6.43051
   372	   3.06565	   3.99419	   0.00294	   6.43051
   373	   3.24892	   3.99419	   0.02417	   6.43051
   374	   3.24667	   3.99419	   0.06971	   6.43051
   375	   3.90148	   4.23072	   0.05054	   6.43051
   376	   2.10238	   1.43863	   0.08064	   4.85905
   377	   0.15978	   0.08637	   0.01937	   1.30694
   378	   0.28812	   0.09260	   0.03367	   1.44179
   379	   0.10383	   0.09067	   0.02967	   0.27290
   380	   0.13920	   0.09208	   0.05452	   0.92635
   381	   0.07238	   0.08538	   0.01143	   0.10081
   382	   0.09011	   0.08902	   0.03768	   0.13263
   383	   0.06989	   0.08568	   0.00205	   0.10081
   384	   0.07662	   0.08625	   0.00135	   0.10693
   385	   0.23414	   0.09396	   0.07196	   0.79184
   386	   0.16037	   0.09226	   0.04399	   0.66061
   387	   0.10650	   0.09213	   0.06845	   0.26221
   388	   0.28820	   0.09377	   0.07172	   1.45001
   389	   0.18672	   0.09373	   0.06843	   0.61324
   390	   0.08293	   0.08625	   0.00401	   0.10355
   391	   0.10068	   0.08837	   0.01248	   0.36211
   392	   0.09691	   0.09148	   0.03211	   0.21036
   393	   0.11887	   0.09260	   0.05718	   0.31560
   394	   0.13525	   0.09396	   0.07196	   0.36396
   395	   0.15964	   0.09206	   0.04624	   0.56125
   396	   0.07451	   0.08518	   0.01418	   0.10081
   397	   0.09241	   0.09033	   0.03203	   0.13937
   398	   0.08207	   0.08837	   0.00700	   0.11570
   399	   0.16687	   0.09377	   0.07196	   0.69792
   400	   0.11259	   0.09033	   0.01133	   0.43191
   401	   0.46212	   0.09336	   0.06843	   3.01793
   402	   0.12875	   0.09206	   0.06667	   0.53645
   403	   0.07356	   0.08531	   0.00920	   0.10081
   404	   0.11103	   0.09200	   0.06696	   0.28580
   405	   0.08537	   0.08803	   0.01866	   0.13856
   406	   0.09486	   0.09052	   0.01477	   0.22754
   407	   0.13677	   0.09200	   0.04624	   0.53197
   408	   0.15886	   0.09396	   0.07196	   0.51545
   409	   0.19379	   0.09210	   0.05295	   1.03560
   410	   0.31587	   0.09336	   0.07172	   2.73644
   411	   0.11729	   0.09121	   0.01630	   0.35755
   412	   0.08205	   0.08792	   0.00547	   0.13747
   413	   0.28491	   0.09260	   0.05409	   1.26173
   414	   0.13290	   0.09206	   0.05848	   0.47368
   415	   0.28079	   0.09210	   0.05747	   2.58071
   416	   0.15199	   0.09121	   0.01672	   1.20475
   417	   0.14967	   0.09200	   0.01750	   0.54846
   418	   0.25507	   0.09396	   0.07172	   1.23221
   419	   1.03663	   0.09260	   0.03084	   4.63624
   420	   3.64499	   4.02775	   0.16208	   4.95672
   421	   2.73816	   3.79015	   0.04241	   4.75640
   422	   1.97061	   0.55944	   0.02956	   4.61233
   423	   0.29641	   0.20474	   0.06669	   1.02552
   424	   0.25516	   0.20614	   0.15587	   0.55556
   425	   0.57515	   0.20670	   0.15783	   2.81567
   426	   0.19999	   0.19941	   0.06045	   0.39021
   427	   0.26057	   0.20177	   0.06115	   1.16180
   428	   0.17217	   0.19536	   0.02079	   0.21981
   429	   0.18795	   0.20056	   0.00420	   0.31390
   430	   0.19734	   0.19923	   0.05271	   0.33258
   431	   0.28947	   0.20463	   0.09158	   1.12098
   432	   0.22383	   0.20225	   0.04508	   0.50720
   433	   0.29315	   0.20474	   0.11220	   0.97811
   434	   0.26774	   0.20499	   0.10752	   0.89779
   435	   0.22347	   0.20384	   0.04624	   0.52622
   436	   0.20752	   0.20147	   0.02323	   0.56134
   437	   0.17892	   0.19684	   0.01116	   0.26200
   438	   0.18050	   0.19671	   0.06623	   0.26941
   439	   0.22224	   0.20384	   0.07672	   0.48079
   440	   0.17978	   0.19941	   0.00824	   0.32597
   441	   0.23862	   0.20649	   0.17139	   0.41251
   442	   0.22271	   0.20230	   0.07450	   0.63429
   443	   0.43983	   0.20499	   0.01905	   2.41534
   444	   0.19878	   0.20147	   0.06063	   0.36952
   445	   0.22309	   0.20474	   0.12370	   0.46340
   446	   0.18105	   0.19780	   0.04362	   0.22171
   447	   0.20648	   0.20147	   0.06961	   0.45664
   448	   0.16803	   0.19649	   0.02138	   0.22597
   449	   0.21933	   0.19941	   0.06091	   0.61235
   450	   0.18482	   0.19773	   0.06333	   0.22756
   451	   0.19380	   0.19941	   0.06574	   0.31607
   452	   0.27183	   0.20614	   0.11780	   0.87241
   453	   0.26927	   0.20384	   0.09814	   0.93295
   454	   0.20583	   0.20399	   0.12115	   0.30474
   455	   0.35638	   0.20499	   0.05096	   1.66877
   456	   0.18789	   0.19671	   0.02791	   0.35963
   457	   0.31143	   0.20614	   0.10620	   0.88567
   458	   0.19768	   0.20147	   0.01810	   0.37616
   459	   0.23448	   0.20225	   0.02342	   0.80213
   460	   0.18207	   0.19896	   0.04060	   0.26906
   461	   0.25328	   0.20225	   0.01627	   0.64983
   462	   0.21918	   0.20305	   0.07938	   0.46311
   463	   0.26531	   0.20384	   0.07973	   0.82333
   464	   0.16485	   0.19649	   0.00149	   0.22669
   465	   0.20475	   0.19941	   0.03901	   0.45460
   466	   0.18048	   0.19713	   0.07312	   0.23661
   467	   0.15057	   0.19536	   0.00123	   0.21981
   468	   0.19499	   0.19941	   0.04296	   0.37397
   469	   0.19226	   0.19896	   0.04624	   0.29324
   470	   0.24509	   0.20399	   0.04728	   0.64279
   471	   0.20117	   0.20056	   0.03557	   0.44951
   472	   0.27598	   0.20399	   0.05955	   1.01030
   473	   0.17672	   0.19611	   0.02485	   0.22241
   474	   0.19075	   0.20056	   0.03530	   0.37527
   475	   0.20250	   0.19932	   0.01408	   0.30484
   476	   0.32345	   0.20613	   0.07070	   1.51983
   477	   0.20779	   0.20225	   0.03102	   0.38284
   478	   0.15061	   0.19536	   0.00149	   0.21981
   479	   0.23800	   0.20245	   0.03194	   0.56178
   480	   0.22252	   0.20305	   0.06451	   0.44773
   481	   0.55588	   0.20649	   0.16044	   2.81229
   482	   0.26637	   0.20474	   0.09779	   1.08813
   483	   0.32650	   0.20613	   0.15783	   1.05906
   484	   0.21354	   0.20056	   0.02720	   0.69152
   485	   0.15860	   0.19567	   0.00995	   0.22171
   486	   0.18428	   0.19671	   0.04624	   0.22241
   487	   0.34992	   0.20474	   0.14552	   1.52982
   488	   0.22501	   0.20588	   0.06907	   0.49180
   489	   0.32540	   0.20613	   0.08412	   1.29929
   490	   0.16336	   0.19536	   0.00647	   0.21981
   491	   0.19732	   0.19941	   0.04562	   0.30915
   492	   0.16372	   0.19567	   0.00307	   0.22171
   493	   0.17180	   0.19567	   0.03499	   0.22171
   494	   0.23044	   0.20474	   0.03967	   0.47125
   495	   0.24148	   0.20225	   0.03047	   0.77170
   496	   0.22147	   0.20399	   0.07698	   0.48553
   497	   0.25539	   0.20463	   0.09800	   0.77851
   498	   0.18491	   0.19923	   0.02260	   0.27597
   499	   0.23727	   0.20499	   0.12381	   0.54991
   500	   0.19275	   0.20147	   0.04624	   0.25554
   501	   0.15834	   0.19611	   0.00397	   0.22241
   502	   0.26655	   0.20588	   0.11409	   0.75450
   503	   0.21071	   0.20147	   0.01836	   0.40109
   504	   0.20787	   0.20225	   0.04440	   0.41212
   505	   0.17155	   0.19896	   0.00274	   0.37384
   506	   0.24413	   0.20499	   0.01636	   0.51638
   507	   0.20605	   0.20399	   0.00291	   0.39121
   508	   0.24779	   0.20670	   0.05615	   0.39555
   509	   0.39383	   0.36423	   0.07246	   1.17189
   510	   0.31818	   0.35126	   0.05692	   0.63331
   511	   0.28598	   0.35126	   0.03327	   0.40372
   512	   0.64061	   0.37679	   0.17300	   2.56552
   513	   0.34228	   0.36550	   0.10897	   0.56318
   514	   0.42478	   0.37968	   0.17139	   0.90752
   515	   0.49847	   0.37699	   0.12459	   1.95571
   516	   0.35830	   0.36995	   0.05806	   0.54228
