Loci	Mean_rho	Median	L95	U95
   109	   0.67278	   0.80927	   0.15212	   1.39660
   110	   0.71374	   0.82371	   0.10324	   1.02027
   111	   0.61160	   0.82112	   0.01173	   0.91547
   112	   0.64571	   0.82411	   0.01547	   0.91547
   113	   0.88119	   0.84174	   0.37555	   1.24111
   114	   0.74968	   0.83241	   0.02612	   0.99880
   115	   0.95144	   0.85057	   0.06913	   2.74302
   116	   0.67012	   0.82473	   0.02220	   0.93317
   117	   0.67018	   0.82473	   0.07624	   0.93317
   118	   0.68352	   0.82411	   0.09603	   0.91547
   119	   0.92110	   0.84124	   0.14130	   1.81906
   120	   0.73756	   0.82950	   0.00814	   1.87368
   121	   0.68250	   0.82548	   0.03079	   0.93590
   122	   0.85619	   0.83776	   0.15561	   1.47099
   123	   0.88744	   0.82971	   0.05934	   3.67456
   124	   0.75368	   0.82565	   0.11482	   0.94751
   125	   0.72919	   0.82584	   0.05251	   1.11071
   126	   0.67167	   0.82565	   0.00016	   0.93590
   127	   0.90653	   0.83776	   0.17128	   2.29136
   128	   1.14892	   0.83804	   0.05575	   3.73597
   129	   1.17209	   0.85124	   0.08549	   3.25499
   130	   0.63369	   0.82473	   0.01293	   0.93317
   131	   0.64861	   0.82473	   0.01635	   0.93317
   132	   0.78945	   0.83593	   0.08356	   1.37082
   133	   0.74471	   0.82950	   0.02930	   1.14691
   134	   1.17747	   0.85057	   0.13850	   3.36615
   135	   0.83030	   0.83776	   0.03624	   1.70224
   136	   0.66966	   0.82473	   0.06548	   0.93317
   137	   0.73427	   0.82950	   0.09252	   1.21497
   138	   0.74657	   0.82548	   0.07561	   0.93590
   139	   0.98486	   0.84040	   0.03079	   2.52803
   140	   0.84741	   0.83910	   0.03769	   1.62265
   141	   0.84565	   0.83655	   0.04510	   1.79075
   142	   0.63691	   0.82411	   0.01611	   0.91547
   143	   0.66737	   0.82411	   0.02627	   0.91547
   144	   0.68947	   0.82548	   0.01824	   0.93317
   145	   0.98030	   0.83910	   0.06950	   2.46410
   146	   0.62841	   0.82411	   0.00140	   0.91547
   147	   0.68381	   0.82473	   0.10945	   0.93317
   148	   0.86527	   0.83241	   0.03079	   2.73991
   149	   0.65666	   0.82473	   0.01288	   0.93317
   150	   0.80021	   0.83285	   0.05537	   1.13055
   151	   0.76169	   0.82971	   0.04405	   1.27387
   152	   0.64514	   0.82473	   0.01707	   0.93317
   153	   1.17960	   0.84124	   0.04909	   4.28210
   154	   0.66634	   0.82565	   0.00158	   0.94751
   155	   0.69933	   0.82565	   0.03202	   0.93590
   156	   0.85552	   0.83218	   0.03079	   2.29173
   157	   0.69320	   0.82473	   0.04824	   0.93317
   158	   0.84037	   0.83285	   0.02313	   1.81648
   159	   0.94890	   0.84124	   0.13199	   2.27273
   160	   0.70404	   0.82473	   0.12482	   0.92861
   161	   0.62454	   0.82473	   0.00973	   0.92861
   162	   0.62966	   0.82473	   0.02360	   0.92861
   163	   0.91478	   0.83593	   0.04649	   2.50596
   164	   0.62957	   0.82473	   0.00733	   0.92861
   165	   0.63458	   0.82473	   0.00268	   0.92861
   166	   0.84133	   0.83285	   0.03588	   2.38119
   167	   0.78338	   0.82971	   0.06317	   0.94751
   168	   0.62525	   0.82473	   0.00331	   0.92861
   169	   0.63605	   0.82473	   0.00947	   0.92861
   170	   0.96927	   0.84124	   0.04901	   2.52449
   171	   1.05886	   0.84124	   0.18357	   2.63315
   172	   0.64728	   0.82473	   0.01013	   0.92861
   173	   0.90513	   0.84124	   0.11746	   1.42945
   174	   0.89629	   0.83655	   0.01690	   2.50287
   175	   0.67247	   0.82473	   0.03033	   0.92861
   176	   0.66394	   0.82565	   0.03070	   0.93317
   177	   0.71491	   0.82971	   0.01960	   1.26412
   178	   0.67599	   0.82565	   0.01687	   0.93317
   179	   0.84189	   0.83285	   0.05233	   2.40281
   180	   0.64126	   0.82473	   0.01134	   0.93317
   181	   0.63377	   0.82473	   0.01376	   0.93317
   182	   0.86242	   0.83804	   0.15398	   1.79164
   183	   0.93526	   0.83776	   0.25024	   2.20002
   184	   0.67241	   0.82411	   0.04279	   0.91547
   185	   0.73782	   0.82971	   0.03079	   1.02702
   186	   0.78484	   0.82971	   0.03742	   1.61852
   187	   0.69519	   0.82411	   0.07339	   0.91547
   188	   0.75713	   0.82754	   0.07662	   1.01287
   189	   0.75526	   0.83218	   0.04077	   1.26361
   190	   0.63764	   0.82411	   0.01904	   0.91547
   191	   0.75112	   0.82548	   0.24625	   0.91547
   192	   0.66607	   0.82411	   0.04171	   0.91547
   193	   1.03237	   0.84124	   0.11525	   2.62663
   194	   0.62043	   0.82411	   0.00160	   0.91547
   195	   0.69370	   0.82473	   0.06871	   0.91547
   196	   0.62699	   0.82411	   0.00877	   0.91547
   197	   0.65574	   0.82411	   0.04648	   0.91547
   198	   0.75901	   0.83218	   0.05634	   1.32931
   199	   0.76184	   0.82950	   0.02552	   1.37973
   200	   0.65640	   0.82548	   0.01496	   0.93590
   201	   0.91296	   0.83776	   0.26276	   2.22810
   202	   0.80290	   0.83241	   0.02183	   1.29489
   203	   0.80247	   0.83241	   0.04826	   1.72594
   204	   0.81995	   0.83241	   0.03079	   2.31371
   205	   0.97425	   0.85124	   0.29787	   2.22306
   206	   0.85986	   0.83854	   0.23807	   1.65426
   207	   0.80157	   0.83655	   0.03079	   1.21885
   208	   0.81922	   0.83804	   0.13880	   1.19230
   209	   0.80817	   0.83285	   0.03599	   1.48904
   210	   0.82476	   0.83593	   0.05005	   1.68969
   211	   0.78419	   0.83218	   0.06626	   1.55849
   212	   0.76384	   0.83241	   0.02820	   1.30356
   213	   0.84851	   0.83285	   0.09319	   2.00451
   214	   0.73437	   0.83241	   0.00665	   1.35275
   215	   1.00947	   0.84549	   0.16078	   3.27679
   216	   0.90722	   0.83776	   0.07269	   3.01057
   217	   1.07060	   0.84040	   0.10212	   3.62076
   218	   0.75010	   0.82950	   0.05334	   0.97294
   219	   1.05046	   0.85376	   0.15000	   2.83204
   220	   0.73610	   0.83241	   0.02746	   1.00702
   221	   0.88498	   0.83655	   0.05737	   2.91008
   222	   0.86450	   0.83593	   0.05922	   1.97103
   223	   0.98525	   0.85025	   0.06752	   2.43772
   224	   0.68725	   0.82411	   0.03079	   0.91547
   225	   0.69488	   0.82754	   0.03357	   0.94751
   226	   0.69335	   0.82565	   0.08830	   0.94751
   227	   0.73336	   0.82565	   0.06243	   0.94751
   228	   0.77724	   0.83218	   0.09158	   1.29596
   229	   0.65744	   0.82411	   0.01590	   0.91547
   230	   0.69992	   0.82584	   0.01198	   0.93590
   231	   0.74050	   0.82754	   0.07517	   1.10596
   232	   0.95926	   0.85057	   0.38573	   2.03233
   233	   0.81430	   0.83655	   0.04540	   1.53986
   234	   0.80660	   0.83241	   0.16469	   1.32990
   235	   0.82606	   0.83593	   0.01426	   1.82882
   236	   0.64066	   0.82548	   0.00151	   0.93590
   237	   0.79753	   0.83593	   0.06316	   1.44501
   238	   0.83346	   0.83776	   0.05684	   1.62400
   239	   1.05687	   0.85057	   0.20037	   3.08926
   240	   0.83492	   0.83776	   0.25480	   1.63490
   241	   0.68886	   0.82548	   0.02280	   0.93590
   242	   0.64054	   0.82473	   0.01992	   0.93317
   243	   0.70070	   0.82473	   0.05279	   0.93317
   244	   0.89070	   0.84124	   0.18376	   1.27878
   245	   0.63275	   0.82548	   0.00386	   0.93317
   246	   0.68370	   0.82565	   0.07244	   0.93590
   247	   1.01713	   0.83910	   0.21258	   3.80446
   248	   0.87986	   0.83285	   0.11338	   1.90534
   249	   0.64172	   0.82473	   0.00948	   0.93317
   250	   0.77181	   0.82971	   0.03079	   1.54117
   251	   0.71912	   0.82473	   0.04816	   0.93317
   252	   0.63134	   0.82473	   0.00517	   0.93317
   253	   0.84522	   0.83593	   0.20095	   1.10812
   254	   0.62867	   0.82473	   0.00427	   0.93317
   255	   0.62615	   0.82411	   0.01531	   0.91547
   256	   0.88629	   0.83776	   0.04236	   2.54079
   257	   0.96532	   0.85025	   0.07476	   2.54079
   258	   1.10305	   0.85025	   0.02176	   3.70620
   259	   0.72420	   0.82950	   0.16976	   0.91547
   260	   0.87743	   0.83910	   0.07818	   1.56567
   261	   0.73111	   0.82565	   0.02774	   1.93181
   262	   0.59726	   0.81925	   0.00357	   0.91547
   263	   0.78235	   0.82971	   0.19129	   1.35228
   264	   0.80009	   0.82565	   0.07642	   2.31562
   265	   0.63721	   0.81645	   0.03366	   1.34407
   266	   0.54836	   0.76507	   0.00881	   0.90148
   267	   0.67067	   0.70185	   0.10912	   1.76183
   268	   0.38003	   0.29730	   0.00750	   0.89575
   269	   0.41477	   0.30149	   0.02238	   0.89575
   270	   0.45373	   0.31070	   0.07686	   0.90148
   271	   0.43062	   0.30587	   0.02016	   0.90154
   272	   0.48636	   0.31308	   0.01728	   1.37680
   273	   0.36501	   0.29610	   0.02850	   0.87270
   274	   0.39028	   0.29812	   0.02922	   0.90148
   275	   0.40798	   0.30881	   0.01286	   0.89967
   276	   0.57318	   0.30666	   0.08215	   2.24848
   277	   0.35644	   0.29730	   0.06572	   0.86772
   278	   0.33555	   0.29433	   0.02225	   0.94589
   279	   0.39233	   0.29697	   0.05122	   1.40603
   280	   0.35771	   0.29433	   0.03890	   1.26623
   281	   0.26557	   0.28573	   0.08540	   0.33481
   282	   0.26160	   0.28711	   0.03328	   0.34282
   283	   0.24007	   0.28711	   0.00287	   0.34282
   284	   0.23192	   0.28573	   0.01862	   0.33481
   285	   0.28834	   0.29037	   0.03049	   0.96305
   286	   0.50743	   0.29652	   0.02758	   2.92108
   287	   0.40130	   0.29697	   0.06616	   1.47860
   288	   0.26980	   0.29037	   0.02694	   0.37780
   289	   0.25191	   0.28915	   0.01639	   0.34151
   290	   0.29350	   0.29350	   0.08894	   0.47567
   291	   0.27373	   0.29037	   0.03347	   0.35391
   292	   0.27096	   0.29037	   0.06754	   0.39839
   293	   0.30006	   0.29350	   0.03079	   0.72982
   294	   0.36372	   0.29763	   0.18986	   1.41143
   295	   0.32627	   0.29697	   0.04630	   0.75255
   296	   0.35075	   0.29730	   0.12394	   1.03940
   297	   0.25346	   0.28801	   0.02218	   0.55926
   298	   0.30896	   0.29417	   0.05341	   0.62626
   299	   0.27159	   0.28915	   0.04086	   0.34282
   300	   0.24031	   0.28485	   0.02573	   0.32831
   301	   0.27328	   0.29037	   0.03868	   0.51012
   302	   0.24214	   0.28711	   0.00841	   0.34115
   303	   0.33547	   0.29730	   0.04143	   0.87712
   304	   0.49344	   0.29827	   0.13813	   1.90295
   305	   0.50400	   0.29442	   0.03079	   1.95931
   306	   0.30292	   0.29350	   0.06483	   0.64509
   307	   0.47280	   0.29763	   0.04630	   2.42198
   308	   0.26595	   0.28883	   0.03585	   0.42191
   309	   0.37999	   0.29610	   0.07831	   1.22945
   310	   0.25020	   0.28711	   0.05261	   0.34282
   311	   0.22952	   0.28485	   0.02105	   0.32831
   312	   0.27386	   0.28883	   0.02344	   0.52904
   313	   0.27711	   0.29186	   0.02869	   0.37408
   314	   0.28543	   0.28915	   0.10174	   0.36255
   315	   0.27448	   0.28915	   0.02024	   0.58062
   316	   0.23745	   0.28613	   0.02160	   0.33481
   317	   0.31354	   0.29697	   0.10765	   0.56887
   318	   0.37767	   0.29433	   0.02375	   1.50359
   319	   0.31854	   0.29186	   0.05454	   0.95046
   320	   0.29617	   0.29176	   0.07524	   0.84200
   321	   0.24911	   0.28711	   0.03866	   0.33481
   322	   0.46580	   0.29730	   0.07714	   1.58244
   323	   0.27743	   0.29044	   0.01550	   0.44695
   324	   0.49315	   0.29697	   0.20582	   2.32806
   325	   0.26557	   0.28915	   0.05067	   0.41305
   326	   0.49285	   0.29610	   0.04099	   1.72218
   327	   0.36617	   0.29652	   0.02153	   1.19883
   328	   0.22491	   0.28573	   0.00307	   0.33481
   329	   0.28369	   0.29341	   0.06988	   0.48039
   330	   0.25086	   0.28573	   0.03140	   0.33481
   331	   0.25470	   0.28883	   0.03114	   0.42047
   332	   0.24550	   0.28573	   0.03083	   0.32831
   333	   0.24411	   0.28573	   0.03041	   0.32831
   334	   0.23852	   0.28711	   0.01124	   0.34115
   335	   0.22476	   0.28485	   0.00617	   0.32831
   336	   0.24780	   0.28613	   0.02145	   0.33481
   337	   0.29490	   0.29433	   0.03355	   0.51518
   338	   0.35818	   0.29730	   0.11972	   1.13791
   339	   0.23552	   0.28711	   0.00263	   0.34282
   340	   0.53296	   0.29827	   0.09512	   2.29609
   341	   0.34007	   0.29763	   0.05709	   1.08719
   342	   0.23418	   0.28573	   0.01705	   0.33481
   343	   0.23819	   0.28613	   0.00585	   0.34115
   344	   0.62227	   0.30122	   0.06172	   2.48734
   345	   0.33144	   0.29433	   0.05013	   0.83437
   346	   0.41950	   0.29442	   0.02894	   2.59183
   347	   0.27317	   0.29044	   0.07489	   0.37118
   348	   0.36937	   0.29652	   0.13877	   1.21456
   349	   0.25992	   0.28883	   0.05623	   0.34588
   350	   0.27114	   0.28883	   0.07111	   0.33481
   351	   0.23200	   0.28573	   0.00529	   0.33481
   352	   0.44371	   0.29827	   0.16637	   1.54570
   353	   0.27594	   0.28801	   0.00902	   0.34282
   354	   0.24024	   0.28711	   0.00253	   0.34115
   355	   0.40230	   0.29776	   0.03188	   1.11367
   356	   0.31020	   0.29652	   0.08876	   0.51924
   357	   0.29510	   0.29350	   0.05985	   0.61526
   358	   0.25221	   0.28801	   0.01112	   0.38843
   359	   0.30848	   0.29442	   0.06123	   0.53656
   360	   0.37154	   0.29771	   0.10131	   1.10668
   361	   0.33970	   0.29763	   0.08847	   0.76639
   362	   0.31369	   0.29763	   0.10785	   0.62300
   363	   0.38778	   0.29610	   0.08947	   1.75995
   364	   0.39241	   0.29442	   0.01507	   1.06636
   365	   0.23843	   0.28711	   0.01110	   0.34282
   366	   0.40121	   0.29827	   0.05130	   1.21529
   367	   0.24227	   0.28801	   0.00601	   0.40382
   368	   0.31423	   0.29730	   0.02558	   0.63144
   369	   0.26879	   0.28915	   0.03247	   0.38172
   370	   0.26970	   0.28883	   0.03267	   0.40382
   371	   0.34014	   0.29610	   0.10912	   0.70272
   372	   0.26029	   0.29176	   0.00452	   0.40382
   373	   0.27813	   0.29044	   0.00412	   0.49963
   374	   0.25856	   0.28613	   0.00878	   0.49963
   375	   0.33467	   0.29186	   0.02619	   1.09685
   376	   0.29046	   0.28883	   0.01021	   1.51423
   377	   0.32713	   0.29037	   0.01117	   1.70787
   378	   0.37673	   0.29037	   0.03149	   1.70787
   379	   0.46877	   0.29827	   0.04882	   1.70787
   380	   0.81559	   0.38342	   0.08123	   1.84665
   381	   1.17720	   1.57305	   0.06209	   3.20585
   382	   1.19391	   1.59509	   0.03079	   2.02299
   383	   1.37765	   1.62061	   0.03388	   2.12334
   384	   1.46674	   1.62932	   0.31400	   2.06156
   385	   1.50977	   1.64088	   0.18283	   2.06139
   386	   1.61663	   1.65039	   0.27397	   3.09205
   387	   1.31194	   1.61639	   0.05525	   2.06139
   388	   1.31321	   1.61639	   0.03297	   2.06139
   389	   1.62256	   1.66634	   0.05523	   2.89175
   390	   1.32503	   1.61639	   0.05480	   2.02299
   391	   1.55365	   1.63424	   0.06757	   2.11763
   392	   1.31516	   1.61639	   0.02139	   2.02299
   393	   1.53870	   1.63174	   0.04164	   2.30345
   394	   1.32733	   1.61660	   0.00862	   2.06139
   395	   1.27932	   1.61660	   0.00435	   2.06139
   396	   1.62102	   1.66453	   0.15580	   2.61291
   397	   1.29372	   1.61639	   0.02996	   2.02299
   398	   1.87560	   1.66634	   0.13326	   9.06388
   399	   1.42661	   1.62680	   0.11072	   2.06156
   400	   1.39415	   1.62225	   0.03388	   2.02299
   401	   1.36425	   1.62680	   0.05032	   2.06156
   402	   1.53150	   1.63174	   0.28557	   2.30921
   403	   1.74022	   1.69271	   0.08072	   3.76781
   404	   1.32809	   1.62680	   0.04459	   2.02299
   405	   1.50264	   1.63424	   0.07404	   2.62711
   406	   1.72566	   1.69271	   0.16914	   2.77446
   407	   1.82247	   1.69747	   0.04519	   3.65788
   408	   1.28457	   1.61639	   0.01750	   2.02299
   409	   1.41246	   1.62751	   0.04018	   2.09436
   410	   1.77676	   1.68070	   0.05554	   4.47077
   411	   1.42129	   1.61639	   0.05253	   2.02299
   412	   1.42075	   1.61639	   0.02872	   2.02299
   413	   1.27576	   1.62061	   0.01235	   2.06139
   414	   2.42779	   1.75677	   0.17192	   9.34858
   415	   1.33674	   1.62680	   0.03079	   2.06139
   416	   1.71276	   1.66634	   0.13353	   4.16892
   417	   1.51300	   1.62932	   0.05390	   2.06139
   418	   1.84005	   1.69747	   0.03079	   4.09935
   419	   1.40038	   1.62751	   0.05317	   2.09436
   420	   1.38088	   1.61639	   0.08846	   2.02299
   421	   1.55853	   1.65039	   0.07471	   3.06213
   422	   1.66372	   1.65728	   0.25488	   3.19464
   423	   1.26957	   1.61639	   0.00099	   2.02299
   424	   1.58838	   1.65039	   0.07799	   2.43458
   425	   1.29136	   1.61639	   0.02574	   2.02299
   426	   1.30100	   1.61639	   0.03719	   2.02299
   427	   1.68077	   1.66634	   0.15102	   3.80862
   428	   1.78299	   1.71899	   0.22776	   3.03620
   429	   1.48650	   1.65039	   0.10782	   2.09436
   430	   1.53349	   1.63174	   0.25718	   2.06156
   431	   1.35770	   1.61639	   0.06432	   2.02299
   432	   1.68851	   1.68070	   0.10147	   2.98716
   433	   1.29973	   1.62061	   0.02632	   2.02299
   434	   1.30877	   1.62061	   0.03148	   2.02299
   435	   1.50603	   1.63124	   0.09993	   2.06156
   436	   1.29989	   1.62061	   0.02019	   2.02299
   437	   1.65540	   1.68070	   0.08534	   2.55027
   438	   1.38628	   1.61639	   0.05170	   2.02299
   439	   1.31003	   1.61639	   0.04743	   2.02299
   440	   1.57329	   1.63424	   0.06578	   2.26682
   441	   1.48578	   1.62932	   0.10633	   2.06139
   442	   1.27654	   1.61639	   0.00586	   2.02299
   443	   1.39389	   1.61639	   0.08014	   2.02299
   444	   1.40364	   1.61639	   0.03383	   2.02299
   445	   1.26852	   1.61639	   0.00901	   2.02299
   446	   1.40698	   1.62932	   0.03617	   2.06156
   447	   1.42693	   1.62751	   0.04805	   2.06139
   448	   1.33518	   1.62751	   0.03079	   2.06139
   449	   1.34252	   1.62751	   0.01401	   2.06139
   450	   1.39309	   1.63124	   0.04058	   2.06139
   451	   1.27661	   1.61639	   0.01956	   2.02299
   452	   1.46740	   1.63124	   0.03079	   2.13248
   453	   1.80875	   1.70787	   0.09502	   4.27281
   454	   1.48200	   1.62932	   0.11869	   2.06139
   455	   1.35841	   1.61639	   0.03869	   2.02299
   456	   1.47548	   1.62680	   0.05530	   2.02299
   457	   1.41802	   1.61639	   0.03079	   2.02299
   458	   1.29954	   1.61639	   0.03294	   2.02299
   459	   1.48385	   1.62932	   0.07870	   2.34980
   460	   1.49720	   1.63124	   0.19938	   2.09436
   461	   1.26818	   1.61639	   0.02865	   2.02299
   462	   1.26437	   1.61639	   0.01082	   2.02299
   463	   1.33799	   1.61639	   0.08204	   2.02299
   464	   1.34475	   1.61639	   0.08204	   2.02299
   465	   1.42750	   1.62751	   0.15283	   2.06156
   466	   1.61022	   1.66207	   0.10414	   2.31280
   467	   1.43749	   1.62680	   0.05679	   2.06156
   468	   1.54754	   1.66207	   0.07376	   2.51137
   469	   2.43792	   1.74669	   0.08951	   7.89700
   470	   1.33113	   1.62680	   0.02415	   2.06156
   471	   1.80325	   1.71899	   0.03121	   4.07035
   472	   1.47595	   1.62932	   0.05167	   2.06156
   473	   1.28469	   1.62680	   0.00102	   2.06139
   474	   1.30308	   1.62680	   0.00513	   2.06139
   475	   1.35430	   1.62061	   0.04016	   2.06139
   476	   1.51260	   1.63174	   0.10667	   2.09436
   477	   1.45256	   1.62751	   0.12026	   2.09436
   478	   1.64973	   1.66453	   0.20214	   2.72766
   479	   1.66470	   1.66453	   0.10331	   3.56481
   480	   1.31577	   1.61639	   0.04856	   2.02299
   481	   1.33190	   1.61639	   0.03911	   2.02299
   482	   1.27650	   1.61639	   0.03629	   2.02299
   483	   1.33083	   1.61639	   0.03079	   2.02299
   484	   1.35784	   1.62061	   0.07159	   2.02299
   485	   1.55825	   1.63424	   0.16759	   2.91728
   486	   1.94843	   1.72708	   0.13603	   4.96176
   487	   1.74817	   1.69747	   0.22423	   3.55992
   488	   1.29725	   1.61639	   0.04794	   2.02299
   489	   1.74827	   1.72708	   0.10375	   2.77102
   490	   1.38546	   1.62680	   0.03152	   2.06156
   491	   1.45543	   1.62932	   0.03160	   2.09436
   492	   1.35753	   1.62751	   0.05576	   2.06156
   493	   1.39363	   1.62932	   0.04903	   2.06139
   494	   1.58968	   1.66207	   0.06309	   2.16798
   495	   1.57598	   1.66207	   0.08850	   2.79664
   496	   1.50536	   1.63174	   0.03079	   2.11210
   497	   1.49196	   1.63424	   0.04427	   2.12238
   498	   1.43092	   1.62751	   0.03079	   2.02299
   499	   1.52196	   1.62932	   0.08164	   2.06156
   500	   1.29263	   1.61639	   0.03765	   2.02299
   501	   1.95560	   1.73073	   0.07698	   6.32764
   502	   1.95106	   1.71899	   0.11489	   7.35440
   503	   2.13320	   1.75121	   0.51830	   6.22145
   504	   1.33297	   1.62061	   0.04866	   2.06139
   505	   1.33300	   1.62751	   0.01601	   2.06156
   506	   1.86708	   1.70787	   0.14124	   4.55945
   507	   1.37814	   1.62061	   0.13389	   2.06139
   508	   1.32118	   1.60948	   0.04878	   2.02299
   509	   1.29262	   1.60948	   0.08075	   2.02299
   510	   1.23874	   1.60720	   0.02218	   2.02299
   511	   1.64363	   1.68070	   0.58588	   2.62374
   512	   1.18359	   1.57305	   0.03270	   2.02299
   513	   1.78040	   1.59353	   0.33373	   7.38941
   514	   1.10466	   1.10501	   0.15053	   2.01919
   515	   0.92544	   0.62843	   0.07549	   1.77087
   516	   0.61190	   0.61435	   0.02108	   1.60720
