Loci	Mean_rho	Median	L95	U95
    73	   0.59093	   0.61046	   0.21744	   0.63054
    74	   0.54000	   0.60032	   0.25040	   0.62332
    75	   0.66010	   0.61364	   0.57752	   0.81910
    76	   0.55070	   0.60032	   0.15524	   0.62332
    77	   0.51127	   0.60032	   0.03119	   0.62332
    78	   0.50162	   0.60032	   0.03854	   0.62332
    79	   0.78166	   0.61364	   0.57752	   0.93377
    80	   0.49009	   0.60032	   0.00766	   0.62332
    81	   0.83801	   0.61046	   0.19031	   0.63054
    82	   0.54437	   0.60032	   0.29514	   0.62332
    83	   0.73434	   0.61046	   0.43571	   0.63054
    84	   0.77454	   0.61364	   0.57752	   1.42371
    85	   0.56779	   0.60032	   0.35839	   0.62332
    86	   0.73359	   0.61046	   0.57752	   0.63054
    87	   0.72781	   0.61046	   0.40890	   0.63054
    88	   0.53043	   0.60032	   0.15327	   0.62332
    89	   0.52405	   0.60032	   0.06083	   0.62332
    90	   0.74145	   0.61364	   0.57752	   0.81765
    91	   0.51704	   0.60032	   0.03805	   0.62332
    92	   0.48938	   0.60032	   0.00940	   0.62332
    93	   0.54386	   0.60032	   0.05131	   0.62332
    94	   0.63546	   0.61364	   0.57752	   0.69532
    95	   0.68626	   0.61364	   0.57752	   0.87479
    96	   0.58034	   0.60032	   0.40982	   0.62332
    97	   0.80704	   0.61364	   0.57752	   0.83653
    98	   0.62960	   0.61364	   0.57752	   0.66578
    99	   0.57280	   0.60032	   0.33549	   0.62332
   100	   0.63811	   0.61046	   0.48297	   0.63054
   101	   0.54040	   0.60032	   0.01731	   0.62332
   102	   0.49372	   0.60032	   0.02080	   0.62332
   103	   0.48586	   0.60032	   0.00140	   0.62332
   104	   0.76170	   0.61046	   0.37972	   0.63054
   105	   0.74055	   0.61046	   0.13238	   0.63054
   106	   0.54724	   0.60032	   0.02083	   0.62332
   107	   0.49199	   0.60032	   0.01945	   0.62332
   108	   0.59702	   0.61046	   0.03691	   0.63054
   109	   0.65210	   0.61364	   0.57752	   0.82044
   110	   0.52884	   0.60032	   0.19209	   0.62332
   111	   0.63664	   0.61046	   0.33088	   0.63054
   112	   0.57727	   0.60032	   0.44495	   0.62332
   113	   0.69752	   0.61364	   0.57752	   0.64462
   114	   0.52916	   0.60032	   0.21867	   0.62332
   115	   0.66170	   0.61046	   0.54618	   0.63054
   116	   0.53728	   0.60032	   0.09151	   0.62332
   117	   0.71388	   0.61364	   0.57752	   1.12393
   118	   0.55619	   0.61046	   0.02806	   0.63054
   119	   0.51068	   0.60032	   0.07291	   0.62332
   120	   0.52980	   0.60032	   0.16032	   0.62332
   121	   0.50993	   0.60032	   0.01474	   0.62332
   122	   0.54294	   0.60032	   0.25846	   0.62332
   123	   0.50673	   0.60032	   0.07244	   0.62332
   124	   0.48588	   0.60032	   0.00061	   0.62332
   125	   0.62059	   0.61364	   0.57752	   0.63054
   126	   0.57980	   0.61046	   0.07808	   0.63054
   127	   0.57607	   0.60032	   0.32914	   0.62332
   128	   0.61061	   0.61046	   0.10085	   0.63054
   129	   0.55779	   0.60032	   0.27228	   0.62332
   130	   0.49238	   0.60032	   0.01407	   0.62332
   131	   0.63642	   0.61046	   0.25789	   0.63054
   132	   0.75905	   0.61364	   0.57752	   0.99146
   133	   0.49094	   0.60032	   0.01529	   0.62332
   134	   0.51795	   0.60032	   0.13375	   0.62332
   135	   0.50406	   0.60032	   0.06610	   0.62332
   136	   0.56120	   0.61046	   0.12928	   0.62936
   137	   0.56783	   0.61046	   0.03213	   0.63054
   138	   0.59832	   0.61046	   0.15219	   0.63054
   139	   0.57315	   0.61046	   0.09354	   0.63054
   140	   0.64802	   0.61046	   0.26088	   0.63054
   141	   0.61948	   0.61046	   0.11931	   0.63054
   142	   0.54197	   0.60032	   0.16100	   0.62332
   143	   0.79630	   0.61364	   0.57752	   0.66337
   144	   0.65205	   0.61046	   0.44484	   0.63054
   145	   0.52167	   0.60032	   0.01525	   0.62332
   146	   0.48954	   0.60032	   0.01615	   0.62332
   147	   0.49034	   0.60032	   0.02171	   0.62332
   148	   0.66459	   0.61046	   0.57752	   0.63054
   149	   0.58396	   0.61046	   0.21905	   0.63054
   150	   0.62140	   0.61046	   0.17672	   0.63054
   151	   0.71055	   0.61364	   0.57752	   0.64377
   152	   1.09582	   0.61364	   0.57752	   2.85603
   153	   0.54678	   0.60032	   0.03193	   0.62332
   154	   1.15717	   0.61364	   0.57752	   2.09509
   155	   0.72831	   0.61046	   0.55283	   0.63054
   156	   0.50652	   0.60032	   0.03449	   0.62332
   157	   0.50544	   0.60032	   0.07519	   0.62332
   158	   0.51426	   0.60032	   0.00439	   0.62332
   159	   0.71686	   0.61364	   0.57752	   0.98814
   160	   0.60090	   0.61046	   0.45856	   0.63054
   161	   0.56251	   0.61046	   0.01953	   0.63054
   162	   0.52504	   0.60032	   0.02289	   0.62332
   163	   0.83823	   0.61364	   0.57752	   0.78896
   164	   0.61583	   0.61046	   0.45885	   0.63054
   165	   0.50264	   0.60032	   0.01767	   0.62332
   166	   0.55161	   0.61046	   0.04379	   0.62332
   167	   0.92045	   0.61364	   0.57752	   1.39978
   168	   0.71463	   0.61046	   0.34696	   0.63054
   169	   0.86666	   0.61364	   0.57752	   1.66869
   170	   0.72729	   0.61046	   0.28000	   0.63054
   171	   0.74166	   0.61364	   0.57752	   1.14001
   172	   0.63096	   0.61046	   0.19936	   0.63054
   173	   0.56312	   0.60032	   0.28109	   0.62332
   174	   0.57734	   0.60032	   0.39066	   0.62332
   175	   0.55406	   0.60032	   0.31391	   0.62332
   176	   0.75267	   0.61364	   0.57752	   0.73347
   177	   1.05743	   0.61046	   0.24703	   0.63054
   178	   0.73169	   0.61046	   0.50596	   0.63054
   179	   0.60383	   0.61046	   0.12403	   0.63054
   180	   0.49484	   0.60032	   0.02479	   0.62332
   181	   0.69449	   0.61364	   0.57752	   0.84612
   182	   0.76389	   0.61364	   0.57752	   1.24510
   183	   0.55699	   0.61046	   0.07942	   0.63054
   184	   0.82121	   0.61364	   0.57752	   1.38319
   185	   0.60098	   0.61046	   0.52658	   0.62982
   186	   0.48892	   0.60032	   0.01079	   0.62332
   187	   0.56667	   0.61046	   0.09781	   0.63054
   188	   0.98478	   0.61046	   0.05502	   0.63054
   189	   0.56972	   0.61046	   0.12849	   0.63054
   190	   1.01701	   0.61046	   0.08619	   0.63054
   191	   0.62275	   0.61046	   0.19848	   0.63054
   192	   0.92004	   0.61364	   0.57752	   2.16873
   193	   0.50343	   0.60032	   0.08035	   0.62332
   194	   1.22159	   0.61364	   0.57752	   3.09096
   195	   0.54189	   0.60032	   0.13968	   0.62332
   196	   0.69816	   0.61364	   0.57752	   0.70961
   197	   0.85395	   0.61364	   0.57752	   1.48046
   198	   0.58881	   0.61046	   0.39859	   0.63054
   199	   0.80645	   0.61364	   0.57752	   0.75821
   200	   0.60034	   0.61046	   0.04004	   0.63054
   201	   0.93398	   0.61364	   0.57752	   0.63851
   202	   0.69267	   0.61046	   0.39336	   0.63054
   203	   0.48995	   0.60032	   0.02084	   0.62332
   204	   0.48553	   0.60032	   0.00013	   0.62332
   205	   0.50572	   0.60032	   0.00505	   0.62332
   206	   0.52821	   0.60032	   0.10315	   0.62332
   207	   0.80947	   0.61364	   0.57752	   0.96089
   208	   0.75700	   0.61364	   0.57752	   1.27595
   209	   0.70811	   0.61046	   0.08473	   0.63054
   210	   0.54956	   0.60032	   0.08897	   0.62332
   211	   0.55089	   0.60032	   0.23647	   0.62332
   212	   0.73178	   0.61364	   0.57752	   0.80668
   213	   0.52207	   0.60032	   0.02705	   0.62332
   214	   0.65632	   0.61364	   0.57752	   0.78768
   215	   0.54237	   0.60032	   0.20143	   0.62332
   216	   0.48659	   0.60032	   0.00608	   0.62332
   217	   0.53457	   0.60032	   0.19310	   0.62332
   218	   0.75886	   0.61046	   0.04358	   0.63054
   219	   0.50421	   0.60032	   0.04895	   0.62332
   220	   0.52789	   0.60032	   0.03872	   0.62332
   221	   0.54268	   0.60032	   0.08728	   0.62332
   222	   0.70077	   0.61364	   0.57752	   0.69830
   223	   0.60434	   0.61046	   0.45143	   0.63054
   224	   0.57903	   0.60032	   0.38054	   0.62332
   225	   0.52899	   0.60032	   0.08883	   0.62332
   226	   0.54802	   0.60032	   0.18659	   0.62332
   227	   0.63339	   0.61046	   0.50075	   0.63054
   228	   0.60613	   0.61046	   0.48411	   0.63054
   229	   1.06332	   0.61364	   0.57752	   1.41494
   230	   0.60681	   0.61046	   0.48253	   0.63054
   231	   0.63898	   0.61046	   0.57752	   0.63054
   232	   0.84159	   0.61364	   0.57752	   1.07459
   233	   0.52933	   0.60032	   0.10557	   0.62332
   234	   0.60391	   0.61046	   0.37190	   0.63054
   235	   0.54648	   0.60032	   0.27728	   0.62332
   236	   0.55451	   0.60032	   0.20835	   0.62332
   237	   0.61452	   0.61046	   0.56511	   0.63054
   238	   0.80105	   0.61046	   0.10165	   0.63054
   239	   0.66887	   0.61364	   0.57752	   0.74590
   240	   0.49754	   0.60032	   0.05928	   0.62332
   241	   0.55024	   0.60032	   0.06459	   0.62332
   242	   0.56084	   0.60032	   0.34075	   0.62332
   243	   0.67904	   0.61046	   0.05818	   0.63054
   244	   0.93912	   0.61364	   0.57752	   2.21663
   245	   0.49050	   0.60032	   0.01641	   0.62332
   246	   0.55297	   0.60032	   0.15563	   0.62332
   247	   0.70774	   0.61046	   0.06099	   0.63054
   248	   0.60967	   0.61046	   0.20096	   0.63054
   249	   0.54978	   0.60032	   0.07236	   0.62332
   250	   0.56217	   0.60032	   0.24819	   0.62332
   251	   0.49938	   0.60032	   0.06936	   0.62332
   252	   0.64060	   0.61046	   0.38364	   0.63054
   253	   0.64396	   0.61364	   0.57752	   0.70561
   254	   0.60220	   0.60032	   0.57055	   0.62332
   255	   0.52752	   0.60032	   0.03236	   0.62332
   256	   0.57339	   0.60032	   0.35533	   0.62332
   257	   0.51597	   0.60032	   0.10806	   0.62332
   258	   0.50445	   0.60032	   0.02235	   0.62332
   259	   0.65759	   0.61046	   0.25036	   0.63054
   260	   0.57039	   0.61046	   0.19185	   0.63054
   261	   1.09826	   0.61364	   0.57752	   2.05208
   262	   0.70533	   0.61046	   0.01815	   0.63054
   263	   0.67229	   0.61046	   0.51829	   0.63054
   264	   0.51589	   0.60032	   0.12796	   0.62332
   265	   0.49263	   0.60032	   0.02061	   0.62332
   266	   0.63191	   0.61046	   0.03541	   0.63054
   267	   0.50347	   0.60032	   0.08751	   0.62332
   268	   0.52175	   0.60032	   0.05712	   0.62332
   269	   0.77403	   0.61364	   0.57752	   0.82767
   270	   0.65716	   0.61364	   0.57752	   0.76527
   271	   0.58519	   0.61046	   0.08926	   0.63054
   272	   0.49671	   0.60032	   0.02487	   0.62332
   273	   0.48675	   0.60032	   0.00573	   0.62332
   274	   0.55039	   0.60032	   0.27756	   0.62332
   275	   0.50255	   0.60032	   0.01022	   0.62332
   276	   0.65025	   0.61046	   0.11676	   0.63054
   277	   0.95801	   0.61364	   0.57752	   0.94840
   278	   0.65498	   0.61046	   0.53046	   0.63054
   279	   0.62344	   0.61046	   0.43930	   0.63054
   280	   0.68770	   0.61046	   0.48247	   0.63054
   281	   1.06542	   0.61364	   0.57752	   1.39527
   282	   0.60319	   0.61046	   0.22807	   0.63054
   283	   0.92448	   0.61364	   0.57752	   1.41127
   284	   0.51907	   0.60032	   0.10010	   0.62332
   285	   0.64457	   0.61046	   0.30481	   0.63054
   286	   0.51332	   0.60032	   0.01275	   0.62332
   287	   0.68426	   0.61046	   0.49373	   0.63054
   288	   0.58504	   0.61046	   0.03537	   0.63054
   289	   0.60737	   0.61046	   0.18874	   0.63054
   290	   0.49226	   0.60032	   0.01464	   0.62332
   291	   0.56758	   0.60032	   0.38271	   0.62332
   292	   0.65774	   0.61364	   0.57752	   0.73028
   293	   0.64418	   0.61046	   0.57752	   0.63054
   294	   0.56525	   0.60032	   0.38289	   0.62332
   295	   0.56718	   0.61046	   0.09914	   0.63054
   296	   0.50227	   0.60032	   0.05541	   0.62332
   297	   0.49596	   0.60032	   0.02552	   0.62332
   298	   0.67846	   0.61046	   0.54546	   0.63054
   299	   0.64736	   0.61046	   0.30010	   0.63054
   300	   0.79448	   0.61364	   0.57752	   1.44670
   301	   0.69867	   0.61364	   0.57752	   0.98528
   302	   0.69031	   0.61046	   0.23095	   0.63054
   303	   0.61054	   0.61046	   0.42939	   0.63054
   304	   0.51751	   0.60032	   0.08314	   0.62332
   305	   0.64355	   0.61046	   0.08329	   0.63054
   306	   0.81060	   0.61364	   0.57752	   0.92740
   307	   0.77079	   0.61364	   0.57752	   1.33464
   308	   0.58097	   0.61046	   0.24724	   0.63054
   309	   0.61962	   0.61046	   0.41404	   0.63054
   310	   0.84038	   0.61364	   0.57752	   1.71645
   311	   0.57831	   0.60032	   0.45559	   0.62332
   312	   0.58747	   0.60032	   0.43652	   0.62332
   313	   0.48598	   0.60032	   0.00099	   0.62332
   314	   0.62608	   0.61046	   0.47992	   0.63054
   315	   0.55191	   0.60032	   0.10236	   0.62332
   316	   0.59041	   0.61046	   0.32081	   0.63054
   317	   0.81001	   0.61364	   0.57752	   1.10532
   318	   0.73991	   0.61364	   0.57752	   1.20106
   319	   0.49362	   0.60032	   0.00414	   0.62332
   320	   0.50629	   0.60032	   0.02304	   0.62332
   321	   0.62689	   0.61046	   0.53970	   0.63054
   322	   0.39113	   0.57752	   0.00764	   0.62332
   323	   0.06752	   0.07478	   0.00347	   0.08180
   324	   0.18885	   0.07538	   0.05915	   0.61765
   325	   0.22971	   0.07538	   0.05915	   0.69549
   326	   0.37329	   0.07538	   0.05915	   1.32648
   327	   0.11791	   0.07538	   0.05915	   0.26076
   328	   0.10740	   0.07538	   0.05915	   0.09306
   329	   0.18737	   0.07538	   0.05915	   0.08811
   330	   0.13612	   0.07538	   0.05915	   0.10646
   331	   0.14191	   0.07538	   0.05915	   0.18778
   332	   0.06110	   0.06330	   0.00147	   0.08161
   333	   0.17933	   0.07538	   0.05915	   0.54143
   334	   0.08452	   0.07538	   0.05915	   0.08180
   335	   0.10118	   0.07538	   0.05915	   0.16951
   336	   0.09639	   0.07538	   0.05915	   0.18029
   337	   0.07212	   0.07478	   0.05915	   0.08180
   338	   0.09584	   0.07478	   0.05915	   0.08180
   339	   0.11186	   0.07478	   0.04421	   0.12950
   340	   0.60821	   0.59494	   0.45319	   0.63724
   341	   0.63997	   0.59494	   0.45319	   0.63724
   342	   0.52331	   0.59087	   0.10545	   0.61218
   343	   0.61331	   0.60716	   0.45319	   0.63724
   344	   0.63951	   0.59494	   0.45319	   0.63724
   345	   0.72498	   0.59494	   0.00707	   0.63724
   346	   0.58000	   0.59494	   0.18251	   0.63724
   347	   0.78577	   0.60716	   0.45319	   1.30793
   348	   0.76894	   0.60716	   0.45319	   0.86686
   349	   0.51565	   0.59087	   0.11193	   0.61218
   350	   0.52102	   0.59087	   0.08938	   0.61218
   351	   0.51828	   0.59087	   0.09164	   0.61218
   352	   0.58358	   0.59494	   0.14832	   0.63724
   353	   0.53861	   0.59494	   0.04908	   0.63724
   354	   0.52266	   0.59087	   0.23087	   0.61218
   355	   0.49267	   0.59087	   0.01262	   0.61218
   356	   0.48326	   0.59087	   0.07815	   0.61218
   357	   0.50223	   0.59087	   0.09819	   0.61218
   358	   0.51250	   0.59087	   0.12251	   0.61218
   359	   0.80114	   0.60716	   0.45319	   1.16908
   360	   0.51727	   0.59087	   0.16540	   0.61218
   361	   0.73383	   0.59494	   0.42265	   0.63724
   362	   0.52708	   0.59087	   0.22076	   0.61218
   363	   0.49781	   0.59087	   0.12972	   0.61218
   364	   0.50267	   0.59087	   0.19319	   0.61218
   365	   0.47133	   0.59087	   0.02169	   0.61218
   366	   0.48415	   0.59087	   0.04041	   0.61218
   367	   0.49986	   0.59087	   0.14180	   0.61218
   368	   0.62540	   0.60716	   0.45319	   0.70905
   369	   0.59961	   0.59494	   0.45319	   0.63724
   370	   0.93213	   0.60716	   0.45319	   2.08078
   371	   0.55295	   0.59494	   0.05252	   0.63724
   372	   0.55366	   0.59087	   0.40651	   0.61218
   373	   0.53494	   0.59087	   0.13062	   0.61218
   374	   0.48000	   0.59087	   0.02894	   0.61218
   375	   0.59861	   0.59494	   0.25696	   0.63724
   376	   0.88000	   0.59494	   0.06785	   0.63724
   377	   0.74773	   0.60716	   0.45319	   0.86950
   378	   0.46702	   0.59087	   0.00196	   0.61218
   379	   0.49045	   0.59087	   0.02170	   0.61218
   380	   0.56855	   0.59494	   0.01381	   0.63724
   381	   0.57539	   0.59494	   0.06733	   0.63724
   382	   0.49279	   0.59087	   0.13858	   0.61218
   383	   0.70508	   0.60716	   0.45319	   1.05943
   384	   0.52341	   0.59087	   0.24771	   0.61218
   385	   0.67742	   0.59494	   0.45319	   0.63724
   386	   0.94612	   0.60716	   0.45319	   2.37591
   387	   0.91627	   0.60716	   0.45319	   0.93959
   388	   0.60330	   0.59494	   0.31889	   0.63724
   389	   0.47718	   0.59087	   0.06468	   0.61218
   390	   0.60325	   0.59494	   0.41022	   0.63724
   391	   0.56607	   0.59494	   0.33913	   0.63724
   392	   0.50559	   0.59087	   0.07068	   0.61218
   393	   0.52976	   0.59087	   0.30953	   0.61218
   394	   0.50965	   0.59087	   0.17755	   0.61218
   395	   0.58284	   0.59494	   0.13187	   0.63724
   396	   0.56608	   0.59087	   0.44651	   0.61218
   397	   0.46397	   0.59087	   0.00074	   0.61218
   398	   0.59631	   0.59494	   0.42649	   0.63724
   399	   0.59922	   0.59494	   0.29073	   0.63724
   400	   0.48870	   0.59087	   0.04642	   0.61218
   401	   0.76878	   0.60716	   0.45319	   0.63724
   402	   0.63769	   0.59494	   0.32688	   0.63724
   403	   0.48641	   0.59087	   0.07918	   0.61218
   404	   0.65032	   0.59494	   0.34776	   0.63724
   405	   0.49323	   0.59087	   0.08924	   0.61218
   406	   0.52497	   0.59087	   0.16662	   0.61218
   407	   0.71004	   0.60716	   0.45319	   1.10925
   408	   0.57086	   0.59494	   0.24873	   0.63724
   409	   0.79268	   0.60716	   0.45319	   0.94987
   410	   0.48218	   0.59087	   0.03384	   0.61218
   411	   0.47133	   0.59087	   0.03335	   0.61218
   412	   0.62509	   0.59494	   0.39990	   0.63724
   413	   0.57568	   0.59494	   0.29616	   0.63724
   414	   0.61416	   0.59494	   0.45319	   0.63724
   415	   0.50954	   0.59087	   0.12284	   0.61218
   416	   0.62715	   0.59494	   0.28403	   0.63724
   417	   0.51551	   0.59087	   0.05050	   0.61218
   418	   0.63995	   0.59494	   0.35735	   0.63724
   419	   0.77877	   0.60716	   0.45319	   1.49806
   420	   0.89084	   0.60716	   0.45319	   0.70500
   421	   0.49959	   0.59087	   0.02084	   0.61218
   422	   0.55394	   0.59494	   0.01364	   0.63724
   423	   0.49345	   0.59087	   0.11101	   0.61218
   424	   0.68480	   0.60716	   0.45319	   0.74778
   425	   0.52408	   0.59087	   0.07176	   0.61218
   426	   1.19826	   0.60716	   0.45319	   0.79085
   427	   0.66220	   0.60716	   0.45319	   0.93454
   428	   0.57618	   0.59494	   0.24814	   0.63724
   429	   0.83857	   0.60716	   0.45319	   1.58758
   430	   0.67116	   0.60716	   0.45319	   0.92451
   431	   0.48519	   0.59087	   0.06888	   0.61218
   432	   0.56746	   0.59494	   0.42820	   0.61281
   433	   0.58410	   0.59494	   0.26067	   0.63724
   434	   0.55656	   0.59087	   0.36199	   0.61218
   435	   0.59748	   0.59494	   0.23826	   0.63724
   436	   0.47855	   0.59087	   0.05859	   0.61218
   437	   0.70414	   0.59494	   0.39950	   0.63724
   438	   0.72121	   0.59494	   0.45319	   0.63724
   439	   0.58092	   0.59494	   0.05887	   0.63724
   440	   0.62543	   0.59494	   0.28994	   0.63724
   441	   0.50910	   0.59087	   0.00837	   0.61218
   442	   0.60569	   0.59494	   0.45319	   0.63724
   443	   0.51597	   0.59087	   0.05234	   0.61218
   444	   0.66044	   0.59494	   0.44914	   0.63724
   445	   0.50488	   0.59087	   0.07640	   0.61218
   446	   0.62209	   0.59494	   0.45319	   0.63724
   447	   0.75253	   0.60716	   0.45319	   0.98252
   448	   0.60653	   0.59494	   0.29158	   0.63724
   449	   0.50929	   0.59087	   0.18254	   0.61218
   450	   0.48090	   0.59087	   0.03639	   0.61218
   451	   0.48080	   0.59087	   0.08592	   0.61218
   452	   0.51248	   0.59087	   0.14408	   0.61218
   453	   0.52317	   0.59087	   0.28465	   0.61218
   454	   0.62027	   0.59494	   0.06196	   0.63724
   455	   0.52933	   0.59087	   0.14930	   0.61218
   456	   0.57994	   0.59494	   0.45319	   0.63724
   457	   0.59220	   0.59494	   0.41043	   0.63724
   458	   0.70897	   0.59494	   0.45319	   0.63724
   459	   0.55219	   0.59087	   0.43404	   0.61218
   460	   0.90277	   0.60716	   0.45319	   1.68314
   461	   0.61718	   0.59494	   0.45319	   0.63724
   462	   0.89503	   0.60716	   0.29835	   0.82715
   463	   0.59527	   0.59494	   0.29835	   0.63724
   464	   0.48416	   0.59087	   0.10755	   0.61218
   465	   0.54391	   0.59494	   0.29835	   0.62656
   466	   0.60918	   0.59494	   0.14220	   0.63724
   467	   0.47447	   0.59087	   0.16135	   0.61218
   468	   0.45609	   0.59087	   0.07109	   0.61218
   469	   0.50775	   0.59087	   0.28251	   0.61218
   470	   0.46012	   0.59087	   0.09275	   0.61218
   471	   0.44237	   0.59087	   0.00500	   0.61218
   472	   0.46415	   0.59087	   0.05670	   0.61218
   473	   0.52974	   0.59087	   0.29835	   0.61218
   474	   0.48814	   0.59087	   0.10165	   0.61218
   475	   0.49926	   0.59087	   0.21816	   0.61218
   476	   0.52671	   0.59494	   0.00575	   0.63724
   477	   0.54783	   0.59494	   0.17194	   0.63724
   478	   0.55580	   0.59087	   0.29835	   0.61218
   479	   0.53359	   0.59494	   0.29835	   0.62971
   480	   0.44999	   0.59087	   0.04566	   0.61218
   481	   0.50751	   0.59322	   0.08010	   0.61218
   482	   0.61155	   0.59494	   0.29835	   0.63724
   483	   0.62536	   0.59494	   0.25686	   0.63724
   484	   0.56976	   0.59494	   0.05485	   0.63724
   485	   0.49811	   0.59087	   0.18339	   0.61218
   486	   0.58533	   0.59494	   0.28241	   0.63724
   487	   0.46810	   0.59087	   0.03297	   0.61218
   488	   0.74143	   0.60716	   0.29835	   1.30079
   489	   0.57578	   0.59494	   0.29835	   0.63724
   490	   0.62405	   0.59494	   0.29835	   0.63724
   491	   0.46201	   0.59087	   0.04258	   0.61218
   492	   0.75580	   0.60716	   0.29835	   1.12755
   493	   0.50963	   0.59087	   0.26893	   0.61218
   494	   0.45488	   0.59087	   0.06073	   0.61218
   495	   0.46980	   0.59087	   0.10897	   0.61218
   496	   0.44336	   0.59087	   0.00724	   0.61218
   497	   0.49788	   0.59087	   0.06158	   0.61218
   498	   0.53013	   0.59494	   0.12315	   0.63724
   499	   0.47852	   0.59087	   0.01831	   0.61218
   500	   0.57857	   0.59494	   0.22243	   0.63724
   501	   0.53675	   0.59494	   0.26647	   0.63724
   502	   0.48110	   0.59494	   0.01720	   0.63724
   503	   0.56669	   0.59494	   0.45319	   0.63724
   504	   0.65073	   0.60716	   0.40798	   0.64222
   505	   0.53614	   0.59494	   0.16116	   0.63724
   506	   0.48922	   0.59494	   0.04757	   0.63724
   507	   0.60259	   0.60716	   0.07116	   0.64222
   508	   0.73196	   0.60786	   0.42061	   0.74257
   509	   0.65582	   0.60786	   0.20416	   0.74257
   510	   0.87336	   0.61218	   0.59087	   1.47211
   511	   0.81777	   0.60786	   0.39868	   0.74257
   512	   0.68022	   0.60786	   0.21688	   0.74257
   513	   0.57308	   0.60716	   0.10195	   0.64222
   514	   0.53726	   0.60716	   0.03846	   0.64222
   515	   0.79707	   0.60786	   0.03667	   0.74257
   516	   0.70416	   0.60786	   0.54132	   0.74257
