Loci	Mean_rho	Median	L95	U95
    51	   0.38761	   0.39136	   0.07186	   0.69733
    52	   0.36829	   0.39464	   0.01939	   0.69281
    53	   0.39252	   0.39498	   0.04508	   0.77797
    54	   0.47922	   0.40282	   0.07023	   1.49562
    55	   0.47477	   0.41241	   0.28674	   1.02542
    56	   0.56997	   0.41379	   0.35250	   1.77361
    57	   0.52747	   0.40059	   0.04937	   1.92203
    58	   0.31948	   0.38383	   0.02126	   0.46209
    59	   0.56207	   0.41212	   0.29003	   1.64976
    60	   0.51984	   0.40466	   0.14208	   1.85056
    61	   0.31790	   0.38812	   0.00899	   0.46209
    62	   0.48115	   0.40282	   0.11684	   1.35727
    63	   0.59565	   0.41241	   0.12741	   1.96728
    64	   0.41508	   0.39321	   0.09515	   1.05888
    65	   0.48381	   0.40059	   0.11497	   1.65604
    66	   0.44744	   0.40282	   0.06858	   0.91145
    67	   0.33370	   0.38673	   0.02590	   0.47545
    68	   0.39710	   0.39498	   0.08033	   0.60925
    69	   0.36544	   0.39152	   0.03132	   0.47584
    70	   0.57276	   0.41053	   0.10178	   1.66752
    71	   0.48546	   0.41053	   0.06200	   1.44173
    72	   0.42220	   0.40229	   0.12072	   0.66846
    73	   0.43414	   0.40229	   0.01373	   0.99919
    74	   0.44888	   0.40059	   0.21181	   1.04463
    75	   0.36326	   0.39321	   0.02055	   0.48644
    76	   0.61563	   0.40466	   0.14187	   2.13877
    77	   0.42188	   0.39498	   0.04624	   0.87706
    78	   0.40602	   0.39211	   0.05130	   0.96043
    79	   0.46988	   0.40229	   0.05082	   1.53384
    80	   0.31691	   0.38673	   0.00681	   0.47545
    81	   0.44347	   0.39507	   0.00429	   1.73530
    82	   0.48855	   0.41241	   0.10687	   1.49527
    83	   0.86719	   0.41212	   0.22532	   3.73225
    84	   0.59156	   0.40282	   0.09941	   3.23615
    85	   0.31370	   0.38623	   0.00189	   0.46556
    86	   0.38620	   0.39952	   0.05934	   0.77568
    87	   0.39109	   0.39211	   0.02264	   0.96176
    88	   0.30771	   0.38623	   0.00203	   0.46556
    89	   0.36388	   0.38812	   0.07819	   0.47549
    90	   0.45891	   0.40229	   0.09231	   1.01583
    91	   0.48438	   0.40059	   0.04624	   1.52004
    92	   0.35632	   0.38673	   0.04624	   0.46556
    93	   0.41834	   0.40051	   0.04947	   0.76313
    94	   0.33190	   0.38623	   0.02328	   0.46209
    95	   0.39308	   0.40051	   0.02919	   0.66847
    96	   0.40604	   0.39464	   0.04696	   0.88026
    97	   0.41959	   0.39952	   0.08276	   0.60607
    98	   0.32135	   0.38812	   0.00602	   0.46209
    99	   0.33906	   0.38812	   0.02943	   0.47545
   100	   0.61517	   0.41241	   0.10651	   2.86870
   101	   0.40898	   0.39507	   0.02473	   1.18869
   102	   0.52856	   0.41053	   0.04624	   1.64492
   103	   0.32400	   0.38623	   0.04290	   0.46209
   104	   0.42509	   0.39952	   0.04624	   0.95733
   105	   0.50346	   0.41053	   0.23311	   1.55175
   106	   0.31581	   0.38623	   0.02458	   0.46209
   107	   0.57126	   0.41241	   0.27557	   2.03577
   108	   0.44270	   0.40057	   0.09914	   1.38057
   109	   0.38849	   0.39321	   0.04869	   0.57805
   110	   0.41647	   0.39952	   0.04624	   1.08039
   111	   0.67975	   0.40756	   0.06719	   3.97641
   112	   0.51558	   0.41053	   0.16389	   1.44193
   113	   0.50213	   0.40057	   0.14173	   1.62990
   114	   0.34683	   0.38942	   0.00909	   0.47549
   115	   0.31579	   0.38623	   0.00352	   0.46556
   116	   0.41718	   0.39952	   0.02717	   1.02453
   117	   0.31540	   0.38383	   0.00748	   0.46209
   118	   0.36392	   0.39211	   0.01486	   0.62660
   119	   0.57641	   0.41053	   0.10782	   2.24232
   120	   0.40015	   0.39852	   0.03430	   0.60478
   121	   0.40505	   0.39321	   0.05123	   0.87443
   122	   0.60706	   0.40306	   0.04494	   2.52734
   123	   0.38117	   0.39136	   0.09320	   0.70497
   124	   0.38737	   0.39952	   0.04566	   0.72326
   125	   0.34719	   0.38812	   0.01853	   0.47545
   126	   0.42341	   0.40059	   0.18476	   0.83337
   127	   0.47488	   0.40466	   0.06404	   1.49157
   128	   0.40164	   0.39507	   0.09593	   0.68969
   129	   0.50390	   0.40282	   0.18443	   1.69760
   130	   0.49598	   0.40229	   0.01180	   1.32449
   131	   0.39153	   0.39321	   0.04624	   0.89625
   132	   0.48489	   0.40466	   0.15286	   1.26412
   133	   0.39982	   0.39211	   0.09278	   0.80154
   134	   0.50063	   0.40059	   0.18419	   1.70842
   135	   0.52943	   0.41053	   0.26013	   1.76300
   136	   0.57841	   0.41212	   0.17151	   1.64980
   137	   0.43963	   0.40466	   0.16684	   0.83678
   138	   0.36919	   0.39211	   0.00702	   0.59478
   139	   0.33634	   0.39136	   0.00573	   0.50272
   140	   0.38179	   0.39136	   0.07593	   0.61938
   141	   0.56643	   0.41241	   0.35250	   1.77441
   142	   0.37426	   0.39952	   0.02503	   0.48156
   143	   0.46757	   0.40756	   0.05818	   1.05377
   144	   0.57015	   0.40969	   0.14230	   2.21338
   145	   0.31654	   0.38673	   0.01747	   0.46556
   146	   0.39321	   0.39498	   0.05721	   0.73154
   147	   0.50477	   0.40466	   0.14939	   1.96445
   148	   0.49028	   0.40059	   0.08849	   1.08887
   149	   0.50503	   0.39952	   0.04166	   1.93543
   150	   0.52326	   0.40756	   0.12949	   1.75852
   151	   0.46664	   0.39507	   0.01264	   1.37653
   152	   0.41377	   0.40059	   0.14990	   0.71981
   153	   1.07253	   0.41212	   0.11828	   5.43950
   154	   0.34102	   0.38623	   0.03002	   0.46556
   155	   0.37557	   0.39464	   0.08253	   0.58639
   156	   0.60638	   0.41379	   0.34764	   1.93393
   157	   0.42154	   0.40164	   0.08435	   0.71805
   158	   0.59163	   0.40756	   0.11758	   1.92000
   159	   0.64130	   0.40229	   0.03904	   3.62188
   160	   0.44767	   0.40466	   0.15526	   0.90318
   161	   0.55003	   0.40756	   0.08984	   1.61772
   162	   0.51616	   0.40466	   0.11265	   1.91641
   163	   0.31122	   0.38623	   0.01711	   0.46556
   164	   0.42973	   0.39498	   0.07578	   0.80467
   165	   0.36462	   0.39211	   0.07477	   0.56885
   166	   0.54206	   0.40282	   0.02760	   1.74498
   167	   0.52576	   0.41053	   0.04624	   1.44886
   168	   0.78444	   0.41726	   0.35250	   2.71791
   169	   0.45896	   0.40229	   0.03504	   1.24726
   170	   0.45999	   0.40059	   0.05335	   1.61884
   171	   0.55935	   0.40756	   0.28721	   1.72315
   172	   0.52375	   0.39507	   0.05282	   2.31279
   173	   0.50037	   0.39464	   0.05173	   2.59554
   174	   0.43041	   0.40282	   0.11042	   0.77926
   175	   0.37857	   0.39464	   0.00199	   0.99954
   176	   0.45828	   0.41212	   0.14116	   1.23896
   177	   0.60649	   0.40756	   0.05839	   1.60543
   178	   1.20016	   1.36658	   0.17385	   2.25237
   179	   0.99148	   1.31294	   0.02866	   1.79449
   180	   1.46761	   1.46368	   0.08060	   3.45297
   181	   1.25645	   1.40580	   0.16764	   1.84718
   182	   1.40272	   1.48078	   0.21779	   3.52465
   183	   1.44903	   1.51343	   0.22545	   2.69121
   184	   1.34439	   1.48522	   0.11869	   1.86278
   185	   1.28299	   1.48078	   0.04541	   1.87305
   186	   1.16725	   1.46368	   0.02032	   1.86278
   187	   1.40102	   1.50588	   0.12850	   2.08884
   188	   1.72247	   1.52278	   0.11656	   4.29216
   189	   1.27219	   1.47866	   0.04847	   1.92608
   190	   2.03778	   1.57656	   1.15143	   5.48820
   191	   1.19202	   1.46368	   0.03475	   1.86278
   192	   1.17795	   1.47177	   0.01248	   1.86278
   193	   1.57468	   1.51919	   0.04928	   3.62558
   194	   1.76050	   1.52078	   0.18833	   6.38695
   195	   1.59205	   1.52967	   0.40159	   2.93822
   196	   1.31200	   1.48078	   0.04880	   1.86278
   197	   1.32221	   1.47177	   0.13953	   1.86278
   198	   1.39668	   1.51449	   0.02129	   2.45270
   199	   1.54487	   1.52524	   0.12017	   2.77571
   200	   1.32433	   1.49001	   0.06396	   1.86278
   201	   1.33417	   1.48522	   0.12774	   2.01576
   202	   1.62036	   1.53168	   0.15054	   3.10403
   203	   1.64086	   1.54685	   0.06994	   2.92586
   204	   1.43241	   1.51343	   0.16642	   2.25537
   205	   1.17239	   1.46368	   0.00757	   1.86278
   206	   1.29910	   1.47866	   0.06386	   1.92608
   207	   1.59124	   1.52967	   0.28951	   3.12537
   208	   1.20644	   1.46368	   0.03058	   1.86278
   209	   1.38104	   1.49001	   0.25589	   1.86278
   210	   1.37446	   1.48522	   0.05137	   1.88429
   211	   1.52190	   1.51919	   0.33258	   3.05712
   212	   1.32659	   1.47866	   0.19176	   1.87702
   213	   1.30311	   1.49001	   0.02320	   2.01576
   214	   1.36299	   1.51449	   0.04986	   2.01576
   215	   1.51129	   1.51449	   0.08741	   2.66993
   216	   1.42837	   1.51343	   0.02200	   3.84935
   217	   1.46357	   1.52278	   0.12646	   2.41143
   218	   1.99962	   1.52278	   0.20656	  10.37210
   219	   1.39386	   1.50588	   0.03789	   2.41143
   220	   1.22540	   1.45203	   0.13259	   1.92608
   221	   1.30644	   1.46003	   0.12497	   1.88429
   222	   1.29039	   1.45203	   0.15121	   2.01576
   223	   1.38157	   1.40252	   0.30480	   3.67043
   224	   1.34633	   1.42818	   0.30376	   2.35808
   225	   0.94374	   0.66810	   0.07252	   1.80604
   226	   0.79139	   0.64999	   0.00468	   1.72034
   227	   0.67871	   0.63035	   0.06753	   1.70684
   228	   0.60519	   0.62270	   0.01495	   1.70684
   229	   0.88122	   0.64897	   0.28905	   2.32487
   230	   0.61960	   0.62427	   0.09390	   1.23939
   231	   0.60258	   0.62270	   0.04040	   1.23939
   232	   0.83545	   0.63988	   0.31488	   2.46076
   233	   0.51835	   0.61147	   0.01362	   0.72730
   234	   0.57740	   0.62270	   0.10824	   0.95571
   235	   0.54959	   0.61614	   0.07898	   0.72730
   236	   0.59810	   0.62550	   0.06916	   0.88712
   237	   0.61011	   0.62427	   0.09653	   1.17931
   238	   0.54132	   0.61875	   0.03286	   0.78649
   239	   0.82241	   0.64303	   0.19695	   2.58601
   240	   0.54653	   0.61147	   0.13242	   0.72730
   241	   0.74084	   0.62947	   0.16069	   2.87391
   242	   0.58923	   0.62270	   0.23448	   0.72493
   243	   0.68498	   0.62947	   0.07191	   1.55479
   244	   0.80323	   0.63976	   0.37920	   2.19242
   245	   0.63738	   0.62415	   0.04624	   1.13462
   246	   0.56594	   0.61614	   0.11281	   0.70772
   247	   0.57255	   0.61875	   0.07149	   0.81489
   248	   0.87329	   0.64303	   0.36976	   2.50836
   249	   0.64776	   0.63035	   0.01384	   1.82738
   250	   0.69530	   0.63809	   0.03331	   1.70821
   251	   0.63693	   0.62947	   0.04624	   1.65610
   252	   0.69553	   0.63648	   0.20886	   1.75753
   253	   0.80410	   0.63560	   0.22275	   2.00738
   254	   0.49210	   0.61135	   0.02593	   0.71805
   255	   0.73752	   0.63035	   0.02954	   2.80880
   256	   0.58476	   0.62270	   0.11931	   0.72730
   257	   0.58686	   0.62415	   0.12661	   0.77143
   258	   0.48188	   0.60964	   0.00508	   0.71805
   259	   0.53589	   0.61147	   0.04624	   0.72493
   260	   0.82900	   0.63754	   0.22110	   2.78947
   261	   0.53670	   0.61135	   0.07537	   0.71996
   262	   0.59564	   0.62415	   0.03602	   1.39418
   263	   0.49156	   0.60964	   0.01054	   0.71805
   264	   0.76421	   0.63707	   0.13721	   2.68640
   265	   0.47810	   0.61135	   0.00301	   0.71996
   266	   0.62075	   0.63560	   0.17688	   0.99410
   267	   0.75945	   0.63905	   0.31805	   1.52803
   268	   0.85371	   0.63707	   0.20281	   2.95238
   269	   0.94117	   0.63905	   0.04624	   3.48476
   270	   0.66247	   0.62947	   0.13705	   1.46015
   271	   0.50086	   0.60964	   0.01374	   0.70772
   272	   0.49528	   0.61147	   0.00532	   0.72493
   273	   0.88354	   0.63905	   0.06951	   3.38306
   274	   0.60890	   0.62550	   0.07041	   1.07977
   275	   0.79084	   0.63648	   0.05880	   2.70191
   276	   0.52794	   0.61875	   0.02910	   0.76795
   277	   0.54413	   0.61614	   0.05833	   0.72730
   278	   0.67013	   0.63766	   0.10099	   1.19620
   279	   0.60688	   0.62550	   0.10622	   0.93241
   280	   0.55330	   0.62098	   0.04049	   1.05245
   281	   0.57695	   0.62270	   0.11384	   0.94329
   282	   0.49981	   0.61135	   0.01243	   0.71996
   283	   0.52363	   0.60964	   0.03161	   0.70772
   284	   0.47091	   0.60850	   0.00861	   0.70772
   285	   0.77172	   0.63905	   0.12513	   1.71388
   286	   0.63412	   0.62550	   0.12014	   1.59226
   287	   0.77456	   0.62550	   0.09283	   2.70852
   288	   0.65912	   0.63560	   0.13770	   1.79822
   289	   0.49978	   0.60850	   0.06222	   0.70772
   290	   0.47745	   0.60850	   0.02609	   0.70772
   291	   0.68869	   0.63560	   0.13454	   1.87314
   292	   0.68377	   0.63035	   0.04915	   1.81505
   293	   0.67094	   0.63035	   0.20198	   1.75923
   294	   0.54265	   0.61875	   0.04362	   0.84456
   295	   0.49743	   0.60964	   0.02786	   0.70772
   296	   0.54399	   0.61614	   0.00268	   1.05765
   297	   0.65953	   0.62411	   0.15923	   1.81901
   298	   0.72128	   0.63560	   0.08394	   1.99153
   299	   0.57951	   0.61875	   0.11383	   0.88888
   300	   0.73101	   0.63809	   0.46253	   1.65019
   301	   0.77804	   0.64126	   0.08646	   2.11389
   302	   0.49916	   0.60850	   0.03161	   0.70772
   303	   0.53444	   0.60964	   0.11318	   0.71996
   304	   0.54103	   0.60964	   0.04624	   0.70772
   305	   0.50334	   0.60850	   0.02048	   0.70772
   306	   0.59905	   0.62415	   0.04624	   1.16614
   307	   0.48965	   0.60850	   0.02551	   0.70772
   308	   0.63268	   0.63560	   0.09434	   1.08485
   309	   0.59316	   0.62270	   0.06616	   0.98727
   310	   0.49331	   0.60850	   0.00348	   0.70772
   311	   0.55206	   0.61875	   0.03938	   0.79593
   312	   0.51607	   0.60964	   0.03216	   0.71996
   313	   0.97331	   0.63905	   0.30646	   3.27755
   314	   0.57359	   0.62411	   0.00876	   0.99160
   315	   0.77165	   0.63707	   0.03264	   2.87046
   316	   0.67208	   0.62270	   0.08125	   1.06718
   317	   0.55139	   0.61614	   0.02149	   1.08179
   318	   0.62434	   0.62895	   0.25376	   1.04691
   319	   0.60294	   0.62941	   0.18764	   0.95123
   320	   0.79148	   0.64355	   0.13933	   2.05467
   321	   0.57579	   0.62098	   0.04703	   1.18704
   322	   0.58778	   0.62270	   0.04626	   1.35730
   323	   1.00913	   0.64580	   0.07633	   3.84800
   324	   0.98281	   0.66993	   0.31107	   2.10534
   325	   0.86188	   0.65685	   0.04624	   1.61178
   326	   0.86428	   0.66519	   0.03919	   1.61178
   327	   0.82874	   0.66280	   0.10629	   1.58707
   328	   0.92699	   0.72493	   0.08421	   1.77465
   329	   0.84969	   0.71996	   0.02284	   1.61178
   330	   0.94477	   1.07595	   0.04624	   1.75795
   331	   1.12644	   1.26285	   0.22903	   1.77465
   332	   1.39550	   1.35982	   0.44237	   4.17477
   333	   1.18054	   1.30297	   0.06536	   1.89133
   334	   1.20708	   1.30295	   0.18306	   1.96806
   335	   1.44405	   1.42085	   0.59611	   2.56615
   336	   1.26860	   1.35471	   0.11231	   2.01244
   337	   1.10275	   1.34885	   0.00756	   2.01244
   338	   1.18880	   1.35982	   0.00733	   2.06108
   339	   1.27685	   1.36324	   0.07351	   2.01244
   340	   1.30317	   1.37435	   0.08460	   2.07801
   341	   1.22390	   1.35730	   0.09947	   2.06108
   342	   1.38451	   1.41119	   0.13025	   2.66410
   343	   1.63734	   1.53767	   0.60481	   2.66540
   344	   1.65662	   1.42605	   0.03275	   9.47863
   345	   1.25430	   1.35730	   0.17400	   2.01244
   346	   1.38305	   1.36324	   0.21364	   2.03918
   347	   1.18959	   1.35471	   0.03969	   2.00228
   348	   1.32099	   1.36324	   0.15405	   2.10895
   349	   1.37598	   1.39534	   0.07502	   2.10895
   350	   1.35978	   1.36324	   0.04624	   3.67219
   351	   1.70044	   1.53566	   0.55770	   3.45878
   352	   1.24514	   1.35730	   0.12420	   2.00228
   353	   1.36748	   1.39534	   0.42537	   2.32814
   354	   1.54486	   1.45311	   0.46712	   2.90746
   355	   1.23370	   1.36324	   0.04508	   2.04484
   356	   1.50538	   1.43234	   0.33866	   2.82594
   357	   1.30065	   1.36324	   0.20841	   2.01244
   358	   1.24655	   1.35730	   0.03741	   2.01244
   359	   1.51383	   1.45311	   0.29978	   2.46501
   360	   1.38339	   1.41119	   0.21030	   2.22818
   361	   1.23007	   1.35730	   0.07951	   2.00228
   362	   1.21295	   1.35730	   0.08970	   2.00228
   363	   1.17079	   1.35471	   0.05936	   2.00228
   364	   1.65214	   1.47358	   0.91752	   3.19028
   365	   1.27968	   1.35982	   0.07136	   2.00228
   366	   1.36559	   1.39534	   0.47710	   2.31799
   367	   1.29475	   1.37435	   0.06721	   2.00228
   368	   1.25555	   1.36309	   0.11927	   2.00228
   369	   1.44093	   1.42868	   0.27591	   2.75029
   370	   1.16872	   1.35471	   0.07211	   2.00228
   371	   1.54300	   1.47272	   0.12602	   2.93425
   372	   1.38789	   1.42605	   0.04624	   2.42527
   373	   1.36682	   1.40875	   0.27008	   2.43087
   374	   1.20878	   1.35730	   0.06865	   2.00228
   375	   1.18274	   1.35471	   0.08380	   2.00228
   376	   1.09174	   1.34915	   0.01143	   1.89050
   377	   1.44836	   1.37435	   0.20204	   2.43365
   378	   0.78851	   0.57025	   0.05119	   1.71787
   379	   0.67463	   0.26079	   0.12237	   1.71727
   380	   0.50035	   0.24024	   0.11970	   1.35537
   381	   0.42152	   0.23729	   0.17940	   1.26285
   382	   0.26567	   0.21313	   0.02672	   1.11405
   383	   0.31331	   0.22544	   0.09444	   1.11405
   384	   0.28583	   0.22544	   0.04192	   0.64719
   385	   0.19488	   0.20704	   0.00998	   0.51572
   386	   0.26809	   0.21793	   0.06624	   1.00117
   387	   0.60593	   0.22737	   0.16571	   2.93253
   388	   0.32218	   0.21793	   0.01531	   2.27508
   389	   0.37190	   0.22737	   0.16571	   1.10996
   390	   0.33744	   0.22544	   0.04730	   1.28213
   391	   0.45490	   0.22671	   0.07765	   2.02166
   392	   0.49247	   0.22737	   0.16571	   2.21735
   393	   0.27626	   0.22548	   0.05022	   0.69880
   394	   0.23305	   0.21605	   0.03276	   0.62953
   395	   0.22041	   0.21313	   0.01269	   0.53172
   396	   0.30095	   0.22149	   0.07997	   1.11726
   397	   0.39603	   0.22539	   0.10486	   2.14500
   398	   0.24631	   0.21774	   0.06604	   0.56666
   399	   0.18382	   0.20346	   0.04624	   0.26079
   400	   0.22998	   0.21605	   0.06604	   0.47319
   401	   0.17929	   0.20352	   0.01343	   0.26897
   402	   0.33175	   0.22646	   0.07273	   1.09733
   403	   0.17638	   0.20134	   0.00591	   0.25728
   404	   0.36617	   0.22249	   0.08283	   2.00100
   405	   0.22991	   0.21372	   0.01341	   0.81608
   406	   0.43492	   0.22249	   0.04624	   2.05005
   407	   0.19262	   0.20352	   0.01635	   0.28802
   408	   0.16200	   0.20101	   0.00452	   0.25728
   409	   0.19393	   0.20539	   0.06604	   0.28824
   410	   0.32333	   0.22707	   0.16571	   0.99362
   411	   0.20480	   0.21216	   0.01176	   0.43393
   412	   0.34504	   0.22539	   0.06604	   1.41747
   413	   0.21339	   0.20704	   0.02383	   0.42881
   414	   0.39603	   0.22707	   0.11230	   1.37824
   415	   0.24117	   0.22384	   0.09950	   0.35305
   416	   0.23136	   0.21756	   0.08462	   0.50622
   417	   0.37261	   0.22797	   0.17506	   1.16162
   418	   0.25076	   0.21774	   0.04624	   0.68482
   419	   0.56860	   0.24609	   0.07395	   1.47509
   420	   0.53178	   0.23729	   0.05508	   1.47509
   421	   0.82205	   0.93953	   0.10380	   1.66841
   422	   0.87854	   0.97958	   0.13294	   1.65373
   423	   0.82829	   1.01904	   0.02272	   1.66841
   424	   0.91701	   1.09030	   0.04684	   1.69220
   425	   1.31175	   1.31970	   0.18206	   2.09522
   426	   1.28434	   1.27970	   0.63287	   2.06251
   427	   0.98528	   1.13658	   0.01747	   1.81183
   428	   1.27162	   1.24071	   0.07645	   2.48600
   429	   1.16138	   1.20555	   0.17512	   1.81183
   430	   1.00623	   1.13266	   0.04624	   1.81183
   431	   1.03565	   1.13658	   0.04772	   1.81183
   432	   0.93816	   0.96458	   0.01740	   2.31263
   433	   0.62358	   0.34568	   0.18801	   1.85907
   434	   0.33991	   0.23164	   0.09454	   1.08599
   435	   0.26166	   0.22481	   0.09142	   0.68663
   436	   0.23771	   0.21701	   0.01616	   0.71364
   437	   0.42132	   0.22387	   0.05046	   2.51927
   438	   0.35902	   0.23121	   0.05990	   1.23369
   439	   0.22966	   0.21440	   0.00091	   0.71364
   440	   0.24425	   0.21703	   0.01801	   1.31347
   441	   0.23846	   0.22021	   0.06971	   0.71364
   442	   0.19734	   0.21597	   0.03179	   0.28716
   443	   0.33271	   0.22618	   0.09760	   1.43735
   444	   0.37327	   0.23164	   0.07340	   1.27269
   445	   0.28946	   0.22842	   0.17173	   0.87497
   446	   0.23195	   0.22113	   0.08769	   0.48882
   447	   0.19005	   0.21357	   0.02184	   0.26088
   448	   0.53600	   0.23164	   0.14874	   2.03044
   449	   0.58883	   0.23208	   0.18758	   2.64815
   450	   0.18452	   0.21306	   0.02784	   0.25673
   451	   0.21634	   0.21703	   0.04624	   0.39583
   452	   0.21761	   0.21716	   0.06809	   0.31571
   453	   0.24915	   0.22301	   0.01440	   0.78511
   454	   0.29146	   0.22387	   0.04585	   1.00408
   455	   0.29182	   0.23164	   0.16011	   0.73687
   456	   0.26971	   0.22756	   0.08570	   0.69381
   457	   0.22967	   0.22034	   0.04624	   0.49775
   458	   0.23636	   0.21716	   0.03845	   0.64306
   459	   0.18324	   0.21273	   0.02408	   0.26088
   460	   0.17689	   0.21273	   0.00361	   0.26088
   461	   0.22247	   0.22021	   0.11130	   0.32028
   462	   0.19754	   0.21597	   0.06863	   0.26533
   463	   0.33992	   0.22842	   0.11601	   1.17477
   464	   0.36459	   0.22756	   0.02160	   1.53300
   465	   0.20613	   0.21703	   0.05383	   0.28173
   466	   0.19827	   0.21701	   0.01665	   0.28716
   467	   0.20368	   0.21597	   0.02355	   0.38873
   468	   0.22820	   0.21713	   0.04496	   0.68969
   469	   0.25715	   0.22756	   0.13071	   0.53082
   470	   0.17585	   0.21273	   0.00487	   0.25673
   471	   0.20170	   0.21712	   0.04211	   0.28236
   472	   0.33465	   0.22768	   0.06381	   1.57089
   473	   0.22910	   0.22113	   0.04624	   0.39312
   474	   0.27351	   0.22301	   0.02709	   1.14030
   475	   0.29748	   0.22047	   0.04693	   1.57861
   476	   0.26584	   0.22301	   0.04624	   0.89561
   477	   0.18981	   0.21539	   0.00807	   0.25844
   478	   0.22659	   0.21765	   0.01808	   0.53106
   479	   0.28969	   0.22756	   0.09092	   0.93614
   480	   0.22343	   0.22113	   0.04624	   0.33547
   481	   0.18361	   0.21306	   0.01928	   0.26088
   482	   0.27457	   0.22301	   0.05506	   1.08989
   483	   0.21334	   0.21716	   0.06742	   0.35593
   484	   0.31402	   0.22756	   0.03803	   1.18295
   485	   0.27793	   0.22301	   0.04624	   1.32851
   486	   0.29835	   0.23208	   0.18758	   0.82279
   487	   0.26518	   0.22323	   0.09957	   0.69534
   488	   0.24924	   0.23121	   0.15687	   0.45318
   489	   0.26706	   0.22572	   0.16227	   0.57008
   490	   0.20753	   0.21440	   0.01529	   0.60462
   491	   0.20284	   0.21306	   0.07862	   0.26088
   492	   0.17480	   0.21239	   0.00447	   0.25673
   493	   0.23102	   0.21713	   0.01376	   0.61043
   494	   0.25854	   0.22301	   0.04624	   0.64835
   495	   0.19549	   0.21440	   0.01830	   0.26368
   496	   0.27093	   0.22021	   0.05005	   0.77843
   497	   0.22850	   0.22047	   0.11143	   0.32710
   498	   0.17815	   0.21273	   0.00158	   0.26088
   499	   0.18902	   0.21273	   0.03598	   0.26088
   500	   0.26352	   0.22842	   0.17843	   0.57818
   501	   0.36297	   0.22756	   0.17488	   1.80048
   502	   0.28041	   0.22113	   0.09832	   1.34200
   503	   0.34740	   0.22572	   0.08853	   1.24350
   504	   0.20502	   0.21701	   0.06666	   0.27736
   505	   0.18423	   0.21306	   0.01880	   0.26088
   506	   0.22660	   0.22263	   0.04606	   0.42565
   507	   0.21295	   0.21712	   0.00598	   0.58444
   508	   0.18898	   0.21357	   0.00817	   0.30198
   509	   0.25378	   0.22301	   0.11935	   0.58925
   510	   0.21427	   0.21701	   0.04954	   0.42751
   511	   0.28838	   0.22387	   0.06386	   1.24018
   512	   0.27438	   0.23164	   0.08541	   0.60356
   513	   0.19932	   0.21597	   0.00643	   0.44129
   514	   0.33601	   0.23523	   0.10781	   0.86986
   515	   0.34031	   0.24143	   0.15979	   0.75071
   516	   0.38106	   0.28716	   0.18758	   1.00425
