Loci	Mean_rho	Median	L95	U95
    63.802	   0.36889	   0.45642	   0.02411	   0.55301
    66.309	   0.37493	   0.45642	   0.03051	   0.55301
    66.522	   0.52350	   0.48786	   0.07372	   1.02685
    77.751	   0.42336	   0.46590	   0.09913	   0.58145
    77.884	   0.37996	   0.45642	   0.03097	   0.55301
    78.170	   0.36569	   0.45642	   0.01758	   0.55301
    78.474	   0.37125	   0.45789	   0.00335	   0.59810
    79.887	   0.61968	   0.48896	   0.19225	   1.88241
    80.548	   0.37336	   0.45642	   0.00728	   0.55301
    81.611	   0.44585	   0.46281	   0.12425	   0.59810
    82.608	   0.35844	   0.45642	   0.00139	   0.55301
    82.796	   0.37706	   0.45642	   0.02107	   0.55301
    83.469	   0.42163	   0.46274	   0.03072	   0.59810
    86.798	   0.48164	   0.47348	   0.18252	   0.85334
    88.213	   0.57498	   0.47991	   0.08808	   1.69003
    88.419	   0.56313	   0.48786	   0.06842	   1.14718
    91.886	   0.66391	   0.48506	   0.30190	   2.51845
    93.720	   0.49662	   0.47801	   0.10755	   1.04151
    97.874	   0.70850	   0.49203	   0.17015	   2.00582
    98.628	   0.36438	   0.45789	   0.01932	   0.59810
   100.880	   0.41477	   0.46611	   0.01714	   0.66148
   103.077	   0.66231	   0.48506	   0.12574	   2.51420
   104.268	   0.52048	   0.47348	   0.04751	   1.58212
   104.716	   0.36995	   0.45789	   0.00445	   0.59810
   106.972	   0.37985	   0.45789	   0.02149	   0.59810
   107.014	   0.40576	   0.46274	   0.00595	   0.60252
   107.100	   1.02809	   0.50102	   0.39790	   4.88685
   109.019	   0.43943	   0.46611	   0.06657	   0.66148
   110.020	   0.39680	   0.46274	   0.03974	   0.59810
   110.705	   0.57124	   0.48786	   0.21933	   1.21381
   113.358	   0.40809	   0.46274	   0.07241	   0.59810
   114.169	   0.39747	   0.45789	   0.02118	   0.59810
   115.257	   0.37480	   0.45789	   0.01480	   0.59810
   115.835	   0.59847	   0.48506	   0.07529	   1.83993
   120.650	   0.37167	   0.45642	   0.05658	   0.55301
   120.801	   0.46270	   0.46859	   0.07909	   0.74502
   123.589	   0.58554	   0.48786	   0.06892	   1.60401
   126.288	   0.43094	   0.46611	   0.07880	   0.75695
   126.289	   0.52977	   0.48506	   0.28075	   1.23792
   128.480	   0.38567	   0.45789	   0.00719	   0.57761
   130.612	   0.43102	   0.46611	   0.06159	   0.59810
   138.569	   0.39872	   0.46274	   0.02773	   0.55301
   139.205	   0.53846	   0.48506	   0.02327	   1.21864
   139.363	   0.39696	   0.46274	   0.03072	   0.55301
   139.435	   0.47190	   0.47464	   0.06692	   0.79078
   140.770	   0.39933	   0.46611	   0.02573	   0.64210
   142.790	   0.42727	   0.46859	   0.03643	   0.60252
   143.492	   0.38583	   0.45789	   0.03713	   0.55301
   144.622	   0.63476	   0.49313	   0.15676	   1.87857
   146.048	   0.42868	   0.46611	   0.07520	   0.63816
   147.775	   0.47518	   0.47464	   0.02853	   0.80136
   150.282	   0.37432	   0.46274	   0.01204	   0.60252
   151.966	   0.38282	   0.46274	   0.01565	   0.60252
   152.492	   0.66368	   0.48964	   0.03072	   1.82711
   154.297	   0.37756	   0.45789	   0.01311	   0.59810
   154.902	   0.40658	   0.46590	   0.03072	   0.59810
   155.867	   0.36719	   0.45789	   0.02498	   0.59810
   156.860	   0.48201	   0.47464	   0.06792	   0.82670
   157.678	   0.55299	   0.48506	   0.03058	   1.56927
   159.268	   0.53470	   0.47991	   0.10931	   1.34501
   160.774	   0.37339	   0.45789	   0.01483	   0.59810
   161.435	   0.36048	   0.45789	   0.01713	   0.59810
   161.821	   0.58562	   0.48786	   0.03961	   1.45951
   165.140	   0.48611	   0.46893	   0.02315	   1.34741
   165.154	   0.38255	   0.46274	   0.00832	   0.60252
   165.371	   0.40517	   0.46590	   0.02598	   0.60252
   165.756	   0.41647	   0.46859	   0.02089	   0.59810
   167.338	   0.43740	   0.46611	   0.03065	   0.75812
   172.917	   0.39405	   0.46274	   0.02382	   0.57769
   174.689	   0.36912	   0.45642	   0.03072	   0.55301
   178.982	   0.43684	   0.46611	   0.06387	   0.60252
   180.679	   0.57652	   0.46893	   0.06749	   2.75629
   181.589	   0.37812	   0.45642	   0.03159	   0.55301
   182.625	   0.41107	   0.45642	   0.04131	   0.55301
   185.196	   0.38646	   0.45642	   0.03852	   0.55301
   186.533	   0.42822	   0.46590	   0.04074	   0.69348
   188.685	   0.45581	   0.47348	   0.05304	   0.67155
   196.190	   0.36524	   0.45642	   0.01292	   0.55301
   200.158	   0.50538	   0.47348	   0.05939	   1.52515
   201.417	   0.47457	   0.47464	   0.04112	   0.62880
   202.143	   0.44984	   0.46893	   0.06991	   0.61174
   202.373	   0.53488	   0.47348	   0.03628	   1.47375
   202.487	   0.36447	   0.45642	   0.02361	   0.55301
   203.244	   0.37406	   0.45642	   0.02711	   0.55301
   207.322	   0.41813	   0.46590	   0.04010	   0.71198
   207.981	   0.41021	   0.46590	   0.03917	   0.59810
   209.287	   0.38926	   0.45642	   0.04176	   0.55301
   213.069	   0.38212	   0.45789	   0.01318	   0.59810
   215.052	   0.46808	   0.47464	   0.05860	   0.60252
   220.633	   0.46801	   0.46859	   0.03072	   0.82783
   221.707	   0.36688	   0.45789	   0.01103	   0.59810
   222.440	   0.39148	   0.45642	   0.03409	   0.55301
   226.536	   0.37716	   0.45642	   0.04087	   0.55301
   227.164	   0.39771	   0.46161	   0.02415	   0.55301
   230.506	   0.46714	   0.47348	   0.15572	   0.87374
   234.096	   0.38850	   0.45789	   0.07870	   0.59810
   234.178	   0.37755	   0.46274	   0.00317	   0.60252
   234.554	   0.64925	   0.48964	   0.06822	   1.78118
   235.864	   0.75445	   0.49203	   0.07828	   2.67019
   237.338	   0.57511	   0.47991	   0.02742	   1.91796
   237.798	   0.35908	   0.45789	   0.00131	   0.59810
   240.083	   0.55975	   0.47991	   0.05325	   1.26825
   240.153	   0.50901	   0.48896	   0.03072	   0.94626
   243.651	   0.38041	   0.45789	   0.03072	   0.59810
   245.034	   0.86295	   0.48786	   0.07261	   5.37598
   247.288	   0.34872	   0.45642	   0.00130	   0.55301
   250.438	   0.39597	   0.46274	   0.02521	   0.60252
   250.613	   0.51931	   0.48786	   0.02318	   1.05043
   252.879	   0.40784	   0.46274	   0.02848	   0.60252
   256.400	   0.41020	   0.46590	   0.06812	   0.59109
   256.529	   0.37937	   0.46274	   0.00789	   0.59273
   258.182	   0.42510	   0.46590	   0.01366	   0.60252
   259.286	   0.68472	   0.48964	   0.09255	   2.11253
   261.195	   0.36133	   0.45789	   0.01171	   0.55301
   261.295	   0.36292	   0.45642	   0.00418	   0.55301
   264.622	   0.54649	   0.47801	   0.13772	   1.49196
   265.310	   0.39749	   0.45789	   0.03932	   0.59810
   265.898	   0.38221	   0.45789	   0.02632	   0.56893
   268.140	   0.46222	   0.47464	   0.07537	   0.64846
   270.411	   0.37062	   0.45642	   0.03073	   0.55301
   272.527	   0.48864	   0.47464	   0.02104	   0.90876
   272.705	   0.39555	   0.46274	   0.02464	   0.60252
   274.588	   0.35024	   0.45642	   0.00803	   0.55301
   280.276	   0.34735	   0.45642	   0.00068	   0.55301
   283.311	   0.41554	   0.46590	   0.04604	   0.59810
   286.250	   0.34703	   0.45642	   0.00289	   0.55301
   286.251	   0.50333	   0.47801	   0.05258	   1.16386
   286.654	   0.37830	   0.46274	   0.01482	   0.55301
   287.323	   0.39442	   0.45789	   0.08892	   0.55301
   288.630	   0.39949	   0.45789	   0.07662	   0.55301
   289.686	   0.38784	   0.46274	   0.00829	   0.55301
   290.242	   0.36888	   0.45642	   0.02327	   0.55301
   290.292	   0.37903	   0.45642	   0.01137	   0.55301
   290.368	   0.40985	   0.46590	   0.07054	   0.59810
   290.489	   0.52178	   0.47801	   0.04151	   1.20536
   291.602	   0.39289	   0.46274	   0.04090	   0.59810
   293.702	   0.43996	   0.47348	   0.03899	   0.67200
   294.269	   0.45184	   0.46893	   0.10117	   0.67200
   298.164	   0.51462	   0.47991	   0.04821	   0.98149
   300.260	   0.56077	   0.48896	   0.02409	   1.53802
   300.798	   0.50296	   0.48506	   0.10703	   0.95271
   301.467	   0.59738	   0.48506	   0.11617	   2.29036
   303.046	   0.45288	   0.47440	   0.02584	   0.84497
   304.799	   0.88262	   0.49313	   0.09727	   3.67013
   306.372	   0.44884	   0.47464	   0.03529	   0.88226
   310.717	   0.43884	   0.47348	   0.03824	   0.89292
   311.467	   0.50752	   0.48896	   0.06874	   0.91552
   314.214	   0.53456	   0.49203	   0.08199	   1.02146
   317.850	   0.66834	   0.50635	   0.23978	   1.44680
   318.902	   0.81382	   0.50102	   0.04166	   3.03017
   318.904	   0.45683	   0.48786	   0.03853	   0.89292
   324.097	   0.51888	   0.48986	   0.03371	   0.93191
   324.537	   0.82077	   0.52488	   0.12636	   2.96215
   325.979	   0.56763	   0.51385	   0.03163	   0.99394
   330.032	   0.78375	   0.59810	   0.03423	   1.71444
   330.795	   0.52936	   0.51385	   0.00615	   0.99394
   332.436	   0.62861	   0.52886	   0.03701	   1.02583
   332.456	   1.12199	   0.89292	   0.42149	   3.82347
   333.421	   0.68374	   0.82490	   0.06185	   1.32235
   333.782	   0.65780	   0.69016	   0.02042	   0.99394
   333.791	   0.60314	   0.82490	   0.01131	   0.99394
   334.012	   0.65625	   0.86379	   0.01076	   1.02583
   334.027	   0.73792	   0.87717	   0.03420	   1.07240
   334.337	   0.80181	   0.88994	   0.02531	   2.03300
   334.772	   0.64527	   0.88288	   0.01311	   0.99394
   334.976	   0.84231	   0.91069	   0.02958	   1.43834
   337.415	   0.86616	   0.91622	   0.07054	   1.46427
   338.555	   0.70598	   0.89292	   0.03488	   1.02583
   338.936	   0.94415	   0.91069	   0.30293	   2.38365
   338.957	   0.98274	   0.91552	   0.07402	   3.67374
   339.677	   0.76256	   0.89846	   0.03122	   1.07240
   340.107	   0.88159	   0.91552	   0.08978	   2.14380
   340.963	   0.90945	   0.91069	   0.03072	   2.30602
   341.981	   0.67278	   0.88994	   0.00680	   0.99394
   342.652	   0.76014	   0.88994	   0.09112	   0.99394
   344.799	   0.72906	   0.88994	   0.05898	   0.99394
   346.966	   0.75184	   0.89292	   0.04811	   1.00263
   348.372	   0.75962	   0.89292	   0.05496	   1.02583
   350.033	   0.82613	   0.91552	   0.09239	   1.14609
   355.626	   1.24826	   0.91640	   0.05573	   5.32293
   356.567	   0.76406	   0.89292	   0.06541	   1.02583
   357.858	   0.79645	   0.90267	   0.03047	   1.14342
   358.580	   0.76146	   0.90267	   0.08122	   0.99394
   364.885	   0.97796	   0.91552	   0.12001	   2.60696
   366.161	   0.78245	   0.90366	   0.05790	   0.99394
   369.488	   0.91926	   0.91069	   0.04643	   1.19269
   369.623	   0.91879	   0.90366	   0.03072	   2.48371
   369.648	   1.43821	   0.92114	   0.12215	   6.24690
   371.613	   0.72262	   0.89292	   0.02175	   1.02583
   371.725	   0.74377	   0.89292	   0.04874	   1.02583
   372.015	   0.68767	   0.88994	   0.02025	   0.99394
   372.417	   0.74632	   0.89292	   0.03072	   1.02078
   372.951	   0.76594	   0.89846	   0.08112	   1.02078
   373.010	   0.76408	   0.89846	   0.03072	   1.02583
   373.533	   1.15545	   0.92114	   0.14660	   3.24152
   375.235	   1.00273	   0.91617	   0.06726	   2.47667
   375.696	   0.90368	   0.90555	   0.03343	   2.47667
   375.742	   1.24070	   0.91934	   0.02627	   4.50014
   376.532	   0.68614	   0.89292	   0.03072	   0.99394
   377.869	   0.67078	   0.89292	   0.00220	   0.99394
   377.952	   0.95367	   0.91640	   0.08133	   1.62445
   377.968	   0.67557	   0.89292	   0.00715	   0.99394
   378.869	   0.67656	   0.89292	   0.00566	   0.99394
   379.106	   0.69892	   0.89292	   0.04047	   0.99394
   381.680	   1.22492	   0.91851	   0.29571	   3.65014
   382.262	   0.74466	   0.89292	   0.09289	   0.99394
   386.635	   0.80078	   0.90366	   0.03921	   1.07240
   390.183	   0.68919	   0.88994	   0.04892	   0.99394
   391.184	   0.76973	   0.89846	   0.01437	   1.07240
   391.880	   0.84811	   0.90555	   0.06240	   1.88371
   393.502	   0.74152	   0.88994	   0.05773	   0.99394
   394.740	   1.01091	   0.92020	   0.10391	   1.79775
   396.052	   0.81692	   0.90267	   0.03098	   1.08641
   396.216	   0.75977	   0.89292	   0.08289	   1.02583
   401.380	   0.81906	   0.90366	   0.03072	   1.71700
   402.270	   0.94591	   0.91622	   0.03072	   1.55796
   404.098	   0.71416	   0.88994	   0.03877	   0.99394
   404.815	   0.69687	   0.88994	   0.05522	   0.99394
   405.704	   0.88872	   0.90555	   0.07882	   1.55648
   407.357	   0.72873	   0.89292	   0.03409	   1.02583
   407.383	   0.77388	   0.89846	   0.07575	   1.07240
   407.386	   0.72040	   0.88994	   0.02268	   0.99394
   407.558	   1.06302	   0.91640	   0.03221	   3.60767
   408.665	   0.67620	   0.88994	   0.01290	   0.99394
   408.970	   0.67218	   0.88994	   0.00262	   0.99394
   410.187	   0.77225	   0.89292	   0.06906	   1.02583
   412.956	   0.70463	   0.88994	   0.03380	   0.99394
   417.069	   0.71291	   0.88994	   0.04353	   0.99394
   417.811	   0.70667	   0.89292	   0.02068	   1.02583
   418.120	   1.39495	   0.92596	   0.08153	   5.28956
   418.813	   1.01608	   0.92020	   0.44142	   1.87575
   422.295	   0.77075	   0.89846	   0.04852	   1.07240
   423.524	   0.81994	   0.89846	   0.05225	   1.07240
   424.191	   0.97449	   0.91851	   0.06936	   2.28629
   424.929	   0.78392	   0.89846	   0.04050	   1.07240
   425.044	   0.87531	   0.91552	   0.03072	   2.13385
   426.556	   1.21696	   0.93191	   0.51963	   3.26336
   428.219	   1.59003	   0.92114	   0.11358	   6.40780
   433.580	   0.68262	   0.88994	   0.03072	   0.99394
   436.853	   0.86566	   0.91617	   0.02114	   1.07240
   436.881	   0.75167	   0.89846	   0.03850	   0.99394
   442.108	   0.93091	   0.91069	   0.02863	   1.99716
   444.002	   0.74115	   0.88994	   0.06564	   0.99394
   446.100	   0.80330	   0.90555	   0.03072	   1.09258
   447.721	   0.77637	   0.89292	   0.06971	   0.99394
   447.974	   0.71474	   0.88994	   0.03518	   0.99394
   448.939	   0.75813	   0.88994	   0.03072	   0.99394
   453.287	   0.76777	   0.89799	   0.03803	   0.99394
   457.082	   0.67881	   0.88994	   0.02900	   0.99394
   462.700	   0.69155	   0.88994	   0.03072	   0.99394
   463.436	   0.66335	   0.88994	   0.01828	   0.99394
   463.485	   0.94358	   0.91995	   0.09560	   1.50961
   463.555	   0.67364	   0.88994	   0.03918	   0.99394
   468.099	   0.66786	   0.88994	   0.01861	   0.99394
   471.240	   0.83519	   0.91552	   0.02171	   1.46959
   471.338	   0.65628	   0.88994	   0.00075	   0.99394
   472.112	   0.69175	   0.88994	   0.05343	   0.99394
   472.166	   0.73348	   0.89292	   0.05943	   1.02583
   473.608	   0.75003	   0.89292	   0.01206	   1.02583
   474.521	   0.81973	   0.90555	   0.03904	   1.97773
   475.815	   0.73071	   0.88994	   0.01329	   0.99394
   475.904	   1.03170	   0.92020	   0.09051	   2.21435
   480.428	   0.80632	   0.90555	   0.01934	   1.19515
   481.799	   0.79324	   0.90267	   0.01634	   1.64934
   482.339	   0.69462	   0.88994	   0.01852	   0.99394
   484.763	   0.81483	   0.90267	   0.04006	   1.07240
   485.625	   0.72017	   0.88994	   0.05342	   0.99394
   488.108	   0.72396	   0.88994	   0.03072	   0.99394
   488.786	   0.70958	   0.88994	   0.07918	   0.99394
   492.750	   0.70371	   0.88994	   0.03072	   0.99394
   494.376	   0.72087	   0.89846	   0.03470	   1.07240
   494.892	   0.67682	   0.88994	   0.03829	   0.99394
   496.098	   1.42249	   0.92020	   0.05017	   4.48889
   498.679	   0.80143	   0.89846	   0.03816	   1.07240
   501.766	   0.79346	   0.89292	   0.02520	   1.02583
   503.587	   1.09283	   0.91851	   0.03072	   4.54559
   504.001	   0.98262	   0.91640	   0.05621	   2.74254
   505.865	   0.87692	   0.91552	   0.03072	   1.62115
   508.187	   0.93482	   0.91640	   0.10449	   2.31690
   511.870	   0.86823	   0.91069	   0.06789	   1.41818
   513.712	   0.69990	   0.89292	   0.01526	   1.02583
   513.907	   0.69366	   0.89292	   0.00923	   1.02583
   514.157	   0.70187	   0.89292	   0.02841	   1.02583
   516.144	   0.72440	   0.89846	   0.03072	   0.99394
   517.423	   0.79028	   0.89292	   0.07838	   1.02583
   522.294	   0.92959	   0.91617	   0.06193	   2.24076
   524.416	   0.87865	   0.90555	   0.09403	   2.32553
   525.186	   0.85629	   0.90366	   0.25667	   1.02583
   528.659	   0.82358	   0.90366	   0.02647	   1.15370
   529.446	   0.72315	   0.88994	   0.03988	   0.99394
   529.489	   0.87640	   0.91552	   0.11222	   1.51102
   533.821	   0.74345	   0.89292	   0.03072	   1.02583
   536.013	   0.80087	   0.90366	   0.06193	   1.45181
   536.991	   0.91911	   0.91617	   0.19249	   2.21802
   539.216	   0.80759	   0.89292	   0.06290	   1.02583
   539.237	   0.84676	   0.90366	   0.03072	   1.83444
   539.600	   0.75660	   0.90267	   0.03936	   1.07319
   540.672	   1.15552	   0.92114	   0.43817	   3.23772
   541.274	   1.23823	   0.92114	   0.16173	   3.40959
   542.665	   0.67881	   0.88994	   0.03240	   0.99394
   543.225	   0.69257	   0.88994	   0.01304	   0.99394
   543.346	   0.66778	   0.88994	   0.01752	   0.99394
   543.630	   0.66517	   0.88994	   0.00127	   0.99394
   547.275	   0.66407	   0.88994	   0.00335	   0.99394
   548.994	   0.85364	   0.90555	   0.13537	   1.53378
   555.141	   0.87800	   0.91146	   0.12646	   2.20830
   560.788	   0.73590	   0.88994	   0.04462	   0.99394
   561.414	   0.82391	   0.90366	   0.04559	   1.12462
   562.962	   0.71137	   0.89292	   0.06488	   1.02583
   563.415	   1.13417	   0.92020	   0.14668	   4.55070
   563.911	   0.84153	   0.91069	   0.05542	   1.38317
   564.266	   1.07547	   0.93191	   0.04481	   3.04601
   568.523	   0.86584	   0.90555	   0.01842	   1.99425
   568.856	   0.71795	   0.89292	   0.03929	   0.99394
   568.868	   0.72447	   0.88994	   0.03072	   0.99394
   574.670	   0.76599	   0.88994	   0.09498	   0.99394
   577.756	   0.68129	   0.88994	   0.00279	   0.99394
   580.284	   0.69464	   0.89292	   0.01460	   0.99394
   581.578	   1.14054	   0.93191	   0.40599	   2.76208
   583.493	   0.70668	   0.88994	   0.08834	   0.99394
   583.743	   0.92861	   0.91622	   0.11802	   1.62233
   585.516	   0.68086	   0.88994	   0.00451	   0.99394
   586.035	   0.67661	   0.88994	   0.01863	   0.99394
   587.633	   0.85471	   0.90555	   0.10815	   1.51362
   589.929	   0.89148	   0.91617	   0.09521	   1.37971
   591.666	   0.71920	   0.89292	   0.00591	   1.02583
   591.757	   0.77207	   0.88994	   0.03876	   1.02583
   595.482	   0.64426	   0.87974	   0.04281	   0.99177
   596.720	   0.71143	   0.87324	   0.07913	   0.99177
   606.965	   0.72198	   0.88226	   0.04274	   1.31618
   609.156	   0.87722	   0.90366	   0.22195	   1.75181
   610.955	   0.67581	   0.87324	   0.13423	   0.99335
   612.724	   0.78860	   0.88226	   0.10101	   1.16413
   613.488	   0.94326	   0.90267	   0.05101	   2.19029
   615.796	   0.74836	   0.88288	   0.09861	   1.17472
   616.693	   0.69262	   0.86379	   0.08540	   1.47819
   619.634	   0.45442	   0.35158	   0.00758	   0.95412
   619.926	   0.37962	   0.34790	   0.01287	   0.93231
   620.533	   0.54671	   0.35728	   0.06242	   1.71826
   620.734	   0.33668	   0.34262	   0.09831	   0.68966
   623.578	   0.85591	   0.35408	   0.23855	   4.38172
   624.479	   0.42386	   0.34852	   0.05158	   1.16296
   625.314	   0.32939	   0.33694	   0.04419	   0.89105
   625.645	   0.39337	   0.34852	   0.04201	   1.14503
   627.319	   0.30086	   0.33599	   0.01137	   0.68966
   627.537	   0.29537	   0.33506	   0.02999	   0.41845
   627.628	   0.32913	   0.34521	   0.02805	   0.56186
   631.572	   0.29470	   0.33571	   0.02856	   0.41845
   638.780	   0.42013	   0.34923	   0.04497	   1.13323
   638.891	   0.27556	   0.33165	   0.01238	   0.38627
   639.226	   0.27810	   0.33506	   0.01316	   0.38627
   639.327	   0.34151	   0.34231	   0.10292	   0.55260
   641.139	   0.28434	   0.33506	   0.00914	   0.38311
   647.804	   0.25602	   0.32850	   0.00833	   0.38311
   652.723	   0.55522	   0.35026	   0.08787	   2.41371
   653.194	   0.28103	   0.33165	   0.03418	   0.38627
   653.235	   0.43804	   0.34822	   0.08114	   1.77519
   653.407	   0.40987	   0.34981	   0.03072	   0.78924
   654.058	   0.27626	   0.33506	   0.00714	   0.41845
   654.573	   0.49059	   0.35120	   0.21186	   1.52606
   655.973	   0.26789	   0.33165	   0.03128	   0.38627
   656.713	   0.33188	   0.34554	   0.12371	   0.53141
   658.033	   0.27899	   0.32850	   0.04394	   0.38311
   659.779	   0.34399	   0.34231	   0.07216	   0.76320
   660.428	   0.29469	   0.33599	   0.03597	   0.46764
   662.044	   0.45700	   0.35158	   0.22035	   1.16785
   664.928	   0.36847	   0.34822	   0.05578	   0.84030
   668.503	   0.35435	   0.34888	   0.02394	   0.54993
   670.687	   0.41227	   0.34822	   0.14609	   1.24702
   670.801	   0.30634	   0.33506	   0.03223	   0.38627
   672.686	   0.30803	   0.33506	   0.07437	   0.41845
   676.055	   0.26012	   0.32850	   0.01495	   0.38311
   676.772	   0.25313	   0.32850	   0.00466	   0.38311
   678.386	   0.51504	   0.34923	   0.06966	   1.47488
   684.085	   0.33085	   0.34822	   0.01096	   0.55689
   686.097	   0.60122	   0.35120	   0.21662	   2.63814
   686.218	   0.25313	   0.32850	   0.00156	   0.38311
   686.792	   0.27274	   0.32850	   0.02584	   0.38311
   687.372	   0.26490	   0.32850	   0.01029	   0.38311
   689.116	   0.27961	   0.33506	   0.01446	   0.41845
   689.226	   0.35612	   0.34554	   0.07765	   0.69869
   689.602	   0.27429	   0.32850	   0.03247	   0.38311
   694.881	   0.32952	   0.34521	   0.06010	   0.48931
   697.350	   0.29463	   0.33571	   0.03291	   0.45279
   702.604	   0.36088	   0.34554	   0.15712	   0.68477
   704.641	   0.27725	   0.33506	   0.00372	   0.41845
   704.928	   0.46731	   0.35158	   0.14142	   1.27258
   710.569	   0.48656	   0.34888	   0.05580	   2.05428
   711.335	   0.30728	   0.33599	   0.03220	   0.78038
   713.851	   0.45355	   0.34790	   0.12725	   1.86136
   714.506	   0.33007	   0.33694	   0.12772	   0.45254
   717.983	   0.38109	   0.34554	   0.04195	   1.23108
   718.270	   0.33799	   0.34554	   0.04116	   0.50088
   718.379	   0.51684	   0.35026	   0.21184	   1.80625
   721.422	   0.38403	   0.34231	   0.01022	   1.42696
   723.156	   0.25761	   0.32850	   0.00454	   0.38311
   724.628	   0.34204	   0.34231	   0.03072	   0.48515
   725.739	   0.45675	   0.34822	   0.03448	   1.55387
   725.808	   0.36527	   0.34521	   0.04610	   0.76711
   726.908	   0.29798	   0.32850	   0.05683	   0.38311
   728.328	   0.28030	   0.32850	   0.03072	   0.38311
   728.549	   0.33288	   0.33599	   0.16395	   0.66017
   732.124	   0.29509	   0.33571	   0.04383	   0.38627
   733.441	   0.27025	   0.32850	   0.03885	   0.38311
   739.750	   0.25320	   0.32850	   0.00059	   0.38311
   740.340	   0.26773	   0.32850	   0.01239	   0.38311
   740.583	   0.29004	   0.33571	   0.00801	   0.41953
   740.710	   0.25740	   0.33165	   0.00158	   0.38311
   743.374	   0.49223	   0.34888	   0.08498	   1.87277
   744.177	   0.25606	   0.33165	   0.00113	   0.38311
   745.938	   0.34350	   0.34521	   0.01343	   0.69713
   747.849	   0.54156	   0.35120	   0.05002	   1.83431
   750.034	   0.32447	   0.33694	   0.07426	   0.65718
   750.775	   0.41959	   0.34923	   0.07010	   0.89227
   750.807	   0.31254	   0.33694	   0.06275	   0.42334
   755.966	   0.28710	   0.33571	   0.02657	   0.42284
   758.527	   0.39630	   0.34852	   0.15286	   1.11004
   759.704	   0.33654	   0.34066	   0.10872	   0.69855
   762.216	   0.45667	   0.34852	   0.14659	   1.77961
   763.477	   0.51997	   0.34790	   0.02554	   2.94082
   763.755	   0.55890	   0.34981	   0.03125	   2.53040
   763.889	   0.25780	   0.32850	   0.01301	   0.38311
   764.194	   0.25660	   0.32850	   0.00659	   0.38311
   764.392	   0.44757	   0.34852	   0.03053	   1.44611
   764.427	   0.28857	   0.33165	   0.03468	   0.38627
